"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TMEM55B",0.518468247563756,-0.355329244635628,0.018,0.023,1
"PTBP2",0.518520451043819,-0.29034797180101,0.086,0.087,1
"PLEKHA6",0.518717644917649,-0.42257002083962,0.088,0.092,1
"LPAR2",0.518852399881589,-0.503477416157249,0.124,0.136,1
"MAN1C1",0.519125472535478,-0.409314132525413,0.025,0.027,1
"KIAA1468",0.519203239122185,-0.385462481427307,0.111,0.121,1
"NEPRO",0.519284558166174,-0.252520543037144,0.113,0.117,1
"C14orf159",0.519551604526242,-0.389392533719238,0.012,0.013,1
"OSTM1",0.520681654648679,-0.315178273561092,0.13,0.13,1
"RNFT1-DT",0.52091292392436,-0.30177344212985,0.012,0.012,1
"B3GNT9",0.521057895819753,0.306882822785581,0.036,0.031,1
"CDNF",0.521310374561107,0.290208365026584,0.019,0.017,1
"ZNF133",0.521323708041418,-0.472571267944343,0.043,0.045,1
"LRRC37B",0.521528474215605,-0.446791945296125,0.032,0.034,1
"INPP5B",0.521805809143371,-0.345660490458147,0.055,0.062,1
"ZNF2",0.522799310022942,-0.3446207969905,0.034,0.036,1
"CARD8",0.523108452155689,-0.50462584111806,0.078,0.081,1
"AC026191.1",0.523466439731273,0.334525071068231,0.012,0.011,1
"SEMA6A",0.524249114219251,0.301272999305077,0.059,0.057,1
"CLDN3",0.525115564535171,-0.63181087118028,0.338,0.337,1
"EFNB3",0.525134370185297,0.376858439361294,0.027,0.025,1
"CD3G",0.525568198073322,-1.39019668223712,0.022,0.024,1
"TLR10",0.526204550450183,-2.15880455815561,0.016,0.012,1
"LOC90834",0.52634652588498,-0.354026263437879,0.021,0.021,1
"GATA2-AS1",0.526855738880958,0.663130272211023,0.019,0.014,1
"L3HYPDH",0.526925561770281,-0.273154539769078,0.059,0.06,1
"LOC400548",0.527260068919695,-0.357652256556264,0.013,0.009,1
"TRBC2",0.52754731647958,-0.887032540926666,0.019,0.025,1
"ADAP2",0.527874410589806,-0.579648396734426,0.013,0.016,1
"TMEM238",0.528078768227661,-0.265887174946047,0.013,0.014,1
"TIAM2",0.528373021947403,-0.367358891950246,0.026,0.023,1
"MICB",0.528443470248771,-0.373433820202898,0.032,0.032,1
"ARHGAP19",0.528511768965776,-0.386805911858712,0.023,0.022,1
"MAATS1",0.528792043122264,-0.253265336943432,0.014,0.014,1
"GPR82",0.529516750617627,-0.591556953025544,0.028,0.031,1
"CHIC1",0.5297832845846,-0.312499103545139,0.035,0.039,1
"DAG1",0.530581070009083,-0.260105999485851,0.192,0.2,1
"ZNF530",0.530948711290903,-0.28116971409373,0.027,0.028,1
"FMNL3",0.531300059342784,-0.888397767066526,0.025,0.029,1
"C16orf54",0.531426221009936,-1.75060537991595,0.014,0.014,1
"LY96",0.53144508248975,-0.569861339487494,0.033,0.031,1
"PDLIM7",0.53165745964643,-0.40343141114947,0.169,0.163,1
"LOC440300",0.531774230409497,-0.393437019103149,0.021,0.022,1
"LINC00920",0.531828983611468,0.473401051210118,0.011,0.008,1
"BACH2",0.532214235310135,-0.569395266600188,0.041,0.041,1
"CYSLTR1",0.532670209197277,-0.896812589981187,0.012,0.015,1
"LOC100294362",0.532670779429096,-1.29753739101671,0.012,0.009,1
"SRCIN1",0.532736719521042,-0.35231670939559,0.048,0.053,1
"DEGS1",0.533483978420792,-0.310149655599417,0.219,0.225,1
"NRBP2",0.533487921995787,-0.318571046134982,0.12,0.127,1
"RRM2",0.53379725851609,-0.360536062407841,0.054,0.053,1
"FKBP9",0.533918252777812,-0.572212146807701,0.16,0.172,1
"CSGALNACT2",0.534178321879439,-0.433524408900384,0.06,0.065,1
"NLRP8",0.53445633022819,-0.534302193155562,0.014,0.011,1
"SEC23A",0.53461171296094,-0.34506784075064,0.113,0.12,1
"KIAA2018",0.534645709805233,-0.49447455527667,0.018,0.017,1
"IFNGR2",0.535682833708117,-0.264097896320862,0.294,0.287,1
"ZNF669",0.535828933486888,-0.302055888750802,0.066,0.07,1
"AKR1B15",0.535997517159634,0.958899290715862,0.021,0.018,1
"SSBP3",0.536050561566404,-0.291615941577732,0.113,0.112,1
"TBC1D2B",0.536313993440577,-0.372109768871557,0.061,0.066,1
"APOL1",0.536433843308244,-0.794957486083985,0.064,0.069,1
"AC090204.1",0.537374249675665,-0.842225397274241,0.009,0.01,1
"PPP2CB",0.537554903037216,-0.255573717294376,0.132,0.145,1
"NBPF20",0.537621349983314,-0.370130561086325,0.052,0.059,1
"CAD",0.538124248408832,-0.30039780636381,0.098,0.106,1
"DAND5",0.538137248541577,-0.447835216541487,0.022,0.023,1
"AP1AR",0.538542033124328,-0.311245432033834,0.127,0.134,1
"NCRUPAR",0.539636386588682,-0.536791722538997,0.017,0.015,1
"ZNF263",0.540083320459569,-0.262783628507698,0.111,0.115,1
"FA2H",0.540555711937075,0.617311581161761,0.032,0.027,1
"MFNG",0.540842039176332,-0.637885301525658,0.01,0.009,1
"LOC100507373",0.541300832952569,-0.568356325960437,0.01,0.008,1
"FHOD1",0.541383563845945,-0.545707678340988,0.065,0.066,1
"ELN",0.54149923835832,0.511581606868435,0.024,0.019,1
"CXCL17",0.541540102858094,-0.629423886170843,0.068,0.069,1
"ZBTB7C",0.542522004808076,0.357830416802577,0.055,0.058,1
"ZNF331",0.542766558400523,-0.50511019755263,0.102,0.104,1
"CD99L2",0.542808812276381,-0.302640060604079,0.07,0.078,1
"SSC4D",0.543058377594258,0.546465523233689,0.014,0.012,1
"LOC100506385",0.543614209163574,-0.384001017514553,0.018,0.015,1
"ASAH1",0.543848369901276,-0.88968918149819,0.402,0.418,1
"C19orf38",0.544132772103029,-0.546066397848858,0.012,0.013,1
"LOC349196",0.544433004622222,-1.27574400915586,0.015,0.015,1
"TNFRSF10D",0.545311837699383,-0.64229299053397,0.01,0.011,1
"CRACR2A",0.545355624647775,0.324206010872316,0.039,0.038,1
"LOC100505776",0.545588117658064,-0.461532652513524,0.015,0.012,1
"ABCC1",0.546229959376399,-0.457089332612115,0.062,0.066,1
"IFLTD1",0.546271774968295,-0.603402777432539,0.011,0.008,1
"KISS1R",0.546616173383092,-0.385233108897117,0.012,0.014,1
"SCLT1",0.547187342936834,-0.276090963354562,0.059,0.064,1
"ATXN1L",0.547697857454863,-0.347836176853473,0.066,0.078,1
"C5orf27",0.548238472666715,-0.674290474808627,0.013,0.01,1
"H6PD",0.54880101074811,-0.455620579155681,0.115,0.121,1
"UCN",0.549164774444518,-0.310044329084542,0.01,0.01,1
"UTP4",0.549542137251631,0.251818984513637,0.119,0.12,1
"PTRF",0.550077964082184,-0.566460237478066,0.039,0.047,1
"CLHC1",0.550151076668902,-0.278274420383266,0.036,0.035,1
"EMX2OS",0.550237665630405,-0.283804891144116,0.025,0.022,1
"ZNF556",0.550399796227032,-0.327261382853233,0.01,0.008,1
"GZMM",0.550977772559912,-0.756371243625038,0.015,0.012,1
"PLA2G4C",0.551161896469789,-0.329383770135733,0.046,0.053,1
"LINC01252",0.55172060785619,-0.516763002108321,0.009,0.01,1
"PLEKHG5",0.551776931873513,-0.279569387224131,0.039,0.043,1
"ZFAND1",0.55216543443892,0.306974870276907,0.287,0.273,1
"TTC6",0.55216681637973,-0.266029615610145,0.095,0.099,1
"INHA",0.552252680176915,0.560516940976608,0.013,0.009,1
"SDHAP2",0.552268567779833,-0.841981241830989,0.01,0.012,1
"AC008268.1",0.55279951322011,-0.284825633649899,0.051,0.06,1
"CRYM-AS1",0.552882514976709,-0.959427242237661,0.014,0.011,1
"SNHG6",0.553757932946601,0.408390735041941,0.021,0.021,1
"UNC13D",0.554453824462817,-0.341865341591802,0.061,0.059,1
"DLG2",0.555056990231387,-0.433844581379882,0.01,0.012,1
"RHOG",0.555255609950154,-0.356567131145797,0.206,0.207,1
"AC079145.1",0.55559380421882,-0.277043046723303,0.013,0.015,1
