"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ITPR2",5.88267239106093e-20,-0.803616149926681,0.149,0.396,2.21529676902572e-15
"ECSIT",6.36626434779631e-20,-0.771407178131719,0.208,0.48,2.39740782809313e-15
"GPR183",6.47733069375056e-20,-3.17004469351235,0.009,0.095,2.43923319265259e-15
"BAIAP2",6.84079647707624e-20,-0.715631268480508,0.217,0.495,2.57610713733737e-15
"DNAJB1",6.92679757138946e-20,-0.556407757018363,0.626,0.884,2.60849342943384e-15
"HIST1H2BN",7.47938098053463e-20,-1.57444835294638,0.047,0.196,2.81658528964973e-15
"TMEM175",7.77549066238553e-20,-0.899982988161981,0.082,0.269,2.92809427364114e-15
"LAMTOR2",7.95001601892119e-20,-0.485511691440198,0.711,0.953,2.99381703240534e-15
"ITGB4",8.31539573829009e-20,3.75973055050416,0.331,0.069,3.13141172712528e-15
"KLHDC3",8.77577394382337e-20,-0.637621902303207,0.232,0.524,3.304780951765e-15
"PKP3",8.92444426726595e-20,5.54673954704111,0.259,0.011,3.36076722216701e-15
"MXD1",9.29183785801662e-20,-1.08384034290727,0.104,0.309,3.4991203005719e-15
"MFSD3",9.47034896475866e-20,-0.910797140698976,0.169,0.411,3.56634401314881e-15
"BSDC1",9.55058479817153e-20,-0.926314204158354,0.153,0.389,3.59655922329543e-15
"SFT2D1",1.02499545886056e-19,2.06917820369685,0.46,0.193,3.85992789897709e-15
"ASAP1",1.04254092883884e-19,3.57460631460062,0.315,0.055,3.9260006298213e-15
"HNF1A",1.06941838408541e-19,-1.72954939848701,0.041,0.182,4.02721575078884e-15
"SNAP47",1.11668273443033e-19,-1.07248398254919,0.149,0.378,4.20520384131774e-15
"ARF4",1.13000301730145e-19,1.50952417413343,0.688,0.636,4.25536536255379e-15
"OXT",1.13306955427759e-19,-2.60888421749599,0.01,0.098,4.26691332749853e-15
"PPP1R32",1.17551955167617e-19,-2.58710234122479,0.008,0.087,4.4267715277021e-15
"TMA7",1.34143453631848e-19,1.00493929817731,0.858,0.916,5.05157417686815e-15
"RPL23A",1.35520648648661e-19,0.676686134090034,0.97,0.996,5.10343658681126e-15
"EPPK1",1.36471072646857e-19,4.77584405779822,0.264,0.015,5.13922765373534e-15
"PNPLA4",1.39356619084366e-19,-0.752961944424711,0.176,0.433,5.24789156147906e-15
"GPRC5A",1.42753511246368e-19,6.83068654803072,0.255,0.011,5.37581172651573e-15
"CDADC1",1.44899027411731e-19,-1.30032810561782,0.054,0.211,5.45660757427097e-15
"TMEM63B",1.55877173782033e-19,-0.509283015999094,0.144,0.389,5.87002261028379e-15
"MCCC2",1.57154640359607e-19,-0.797997481902493,0.19,0.451,5.91812944666208e-15
"SIRT2",1.61632310686324e-19,-0.827977210782225,0.142,0.375,6.0867495558256e-15
"ADH4",1.6784247953346e-19,-0.759507479342445,0.039,0.182,6.32061209427102e-15
"ERP44",1.76624018447605e-19,-0.833785204227816,0.252,0.535,6.65130728669992e-15
"EVL",1.79208049099571e-19,-0.952346158342342,0.096,0.298,6.74861671299163e-15
"STAP2",1.8005772684413e-19,-0.743152661051028,0.255,0.538,6.78061387749624e-15
"LHPP",1.84836296700291e-19,-0.777446162398562,0.111,0.324,6.96056526113957e-15
"ERO1B",1.9067155053187e-19,-0.932710195979555,0.11,0.32,7.18030924992916e-15
"LINC01006",2.00695605701035e-19,-1.00178352218722,0.12,0.335,7.55779511948958e-15
"FBXO7",2.1875029037056e-19,-0.511469447345053,0.25,0.545,8.23769843477456e-15
"EMC4",2.23416968514138e-19,-0.654710412287981,0.38,0.72,8.41343620030542e-15
"LGALS3",2.32765353502436e-19,1.65601732806718,0.475,0.178,8.76547768219473e-15
"RPN1",2.35768099219133e-19,-0.60604553133489,0.462,0.778,8.87855508039409e-15
"MPC1",2.49651683468831e-19,-0.526887262075458,0.274,0.582,9.40138309606923e-15
"ACO1",2.5396829956594e-19,-0.592529551325557,0.196,0.462,9.56393822505418e-15
"BAG3",2.55516441491119e-19,-1.65499723465061,0.19,0.415,9.62223815367258e-15
"PRRT1",2.58889143466764e-19,-2.45083651674732,0.016,0.116,9.74924736467138e-15
"CCDC69",2.95340575716723e-19,-1.98687100487456,0.017,0.12,1.11219354003404e-14
"UBXN6",3.12814650291598e-19,-0.570859012165384,0.262,0.556,1.1779974100681e-14
"PRKCSH",3.15671061529719e-19,-0.534952854500798,0.415,0.76,1.18875408350862e-14
"NEU1",3.18462819166461e-19,-0.545577352284255,0.38,0.735,1.19926728441706e-14
"SLC51B",3.32221616082874e-19,-1.88644580114657,0.02,0.127,1.25108016184489e-14
"MAN1C1",3.4737034583789e-19,-1.88968968571185,0.007,0.084,1.30812724835632e-14
"ZFAND5",3.50508410499169e-19,-0.554784488313643,0.451,0.764,1.31994457225777e-14
"SIRT3",3.79408798079979e-19,-1.35342454093961,0.082,0.262,1.42877765180958e-14
"NUDT9",4.22463773498357e-19,-1.18062759900668,0.162,0.396,1.59091407824011e-14
"LDB2",4.31876977750645e-19,-2.90994177686528,0.002,0.058,1.62636232281338e-14
"EMP2",4.45108723663626e-19,-0.779903127187354,0.296,0.6,1.67619043157248e-14
"RPLP0",4.56345490035347e-19,0.509398457212679,0.976,0.989,1.71850584637511e-14
"RP11-706C16.7",4.61486552735216e-19,-2.36280362038276,0.011,0.098,1.73786606029028e-14
"SEL1L",4.6282856333976e-19,-0.729306807054502,0.231,0.513,1.74291980382487e-14
"WNK3",4.67425899455306e-19,-1.94836819876357,0.03,0.153,1.76023245216879e-14
"BRI3",4.83968559444031e-19,2.42490959436527,0.683,0.695,1.82252880115433e-14
"ALDH16A1",4.93310892905132e-19,-0.919093158239087,0.087,0.276,1.85771016050215e-14
"ZNF844",5.13683789580084e-19,-1.81465079491459,0.026,0.142,1.93443041480068e-14
"TIGD2",5.9168439816003e-19,-1.80453090517592,0.031,0.156,2.22816510659104e-14
"DHCR7",5.98229986283715e-19,-0.713877378772845,0.206,0.484,2.25281448234721e-14
"GALM",6.6305910507888e-19,-0.769200778224812,0.1,0.298,2.49694797790605e-14
"NCL",6.64655142437882e-19,1.59130369880779,0.677,0.615,2.50295833539258e-14
"CAV1",6.87765966182964e-19,2.71425887046109,0.439,0.207,2.58998907545181e-14
"FGFR4",7.27813701694221e-19,-0.747999239379991,0.236,0.513,2.7408008378401e-14
"CHST13",7.56762184293089e-19,-0.796659180432784,0.121,0.338,2.84981503361091e-14
"HPGD",7.61233785778876e-19,3.71601873803527,0.337,0.091,2.86665419048609e-14
"GSTM1",7.73408089911596e-19,-2.77752110200473,0.006,0.08,2.91250018498909e-14
"INSR",7.9065407506494e-19,-0.769379642572498,0.36,0.662,2.97744511587955e-14
"PDE3B",8.16505221589651e-19,-2.62481853734139,0.021,0.127,3.07479536346231e-14
"IMP3",8.35535262805714e-19,-0.568207664817539,0.377,0.709,3.14645869267376e-14
"CHEK2",8.40543027946334e-19,-2.27125233846258,0.038,0.171,3.1653169346403e-14
"HLX",8.7201566541283e-19,-2.28966343112149,0.015,0.109,3.28383659281163e-14
"UFM1",8.98901181376876e-19,1.76374240198592,0.566,0.393,3.38508206882904e-14
"SNHG25",9.0527346973814e-19,3.53889866839576,0.356,0.105,3.40907883233989e-14
"ATP5G2",1.01334558231017e-18,0.75386057342708,0.896,0.956,3.81605679386363e-14
"QPRT",1.09336651219348e-18,-0.55542745293531,0.381,0.716,4.11739961161821e-14
"SYVN1",1.22514726763205e-18,-0.711131981610726,0.148,0.382,4.61365958044878e-14
"GLTSCR2",1.29938948783407e-18,-0.445805666596838,0.609,0.902,4.89324093328552e-14
"NAP1L1",1.35257041848304e-18,1.47285931382961,0.647,0.553,5.09350968192344e-14
"ADCK3",1.37344121187514e-18,-0.675608578188317,0.143,0.375,5.17210491567942e-14
"AP006285.6",1.42550847176637e-18,-3.3446615333653,0.004,0.069,5.36817980297779e-14
"STOM",1.45028442036852e-18,-0.279517631945747,0.351,0.713,5.46148107022378e-14
"ADORA2A-AS1",1.50551887532534e-18,-2.14388012976407,0.017,0.116,5.66948298070017e-14
"MRPL46",1.58146729065146e-18,-0.62213898282468,0.215,0.491,5.95548952313526e-14
"SIGMAR1",1.68113259138426e-18,-0.668105247698308,0.275,0.567,6.33080911263484e-14
"EGFR",1.7126309227982e-18,-0.528416842107519,0.254,0.553,6.44942552907347e-14
"KLK11",1.7641642110427e-18,6.72265575260609,0.234,0.004,6.6434895859446e-14
"COQ9",1.81388058960113e-18,-0.660226478004879,0.268,0.556,6.83071152431995e-14
"ZDHHC11",1.85225096702977e-18,-2.63279349515007,0.008,0.084,6.97520669164071e-14
"MRFAP1",1.87141439184849e-18,-0.509376844498383,0.507,0.862,7.04737231682304e-14
"PHLDA2",1.87739007043297e-18,2.10353684415627,0.48,0.225,7.06987552723647e-14
"MRPL40",1.95004024001736e-18,-0.624402792483806,0.369,0.691,7.34346153585736e-14
"PRSS3",2.03848491736215e-18,7.51062544393023,0.228,0,7.67652650180238e-14
"KIAA1191",2.16480769242545e-18,-0.66744314232615,0.186,0.44,8.15223280813576e-14
"TMEM192",2.2388039323617e-18,-0.869176768601722,0.135,0.353,8.43088784848769e-14
"OCLN",2.33826346164326e-18,-0.368083604141847,0.323,0.647,8.8054325438562e-14
"TXN",2.38786324332062e-18,1.12703860374333,0.828,0.887,8.99221540169677e-14
"RHOF",2.39059928305496e-18,3.35911684015111,0.303,0.055,9.00251878012837e-14
"S100A14",2.4598119339193e-18,1.51047272935312,0.533,0.273,9.26315978075329e-14
"ABCC9",2.53510308612514e-18,-2.8893969932824,0.009,0.087,9.54669120173007e-14
"PI4K2B",2.91618755531005e-18,-1.01832616093709,0.07,0.24,1.09817790957866e-13
"HIST1H2AE",2.95217380782229e-18,-1.35365668162989,0.068,0.233,1.11172961254972e-13
"OSBPL11",2.97814063106449e-18,-1.25279917527423,0.069,0.236,1.12150819884627e-13
"CTHRC1",3.01100135570429e-18,6.17860435390813,0.231,0.004,1.13388289053112e-13
"PTMS",3.36941462105563e-18,1.73679918136323,0.635,0.56,1.26885415799713e-13
"HDDC3",3.39189042687392e-18,-0.742013669753247,0.234,0.505,1.27731809695218e-13
"WDR61",3.6334294092806e-18,-0.821274250129487,0.248,0.516,1.36827684694689e-13
"FASTK",3.70829571228601e-18,-0.459260773744774,0.303,0.622,1.39646999933267e-13
"RP11-817J15.3",3.97928396892129e-18,-5.91728414443435,0,0.044,1.49851875701638e-13
"CCNB1IP1",4.23798310347752e-18,-0.792196727338252,0.19,0.436,1.59593967710757e-13
"VAPA",4.3381577763848e-18,1.04998032779496,0.751,0.775,1.63366345543099e-13
"RP11-758N13.1",4.50412798813955e-18,-3.49046342500944,0.005,0.073,1.69616451777359e-13
"FAM8A1",4.61333192811627e-18,-0.861314071965856,0.14,0.36,1.73728853749003e-13
"NAMPT",4.63641289032792e-18,-0.555558441139694,0.54,0.833,1.74598036623969e-13
"ANAPC16",4.77677590512213e-18,1.2338830333356,0.684,0.676,1.79883827035089e-13
"C2orf72",4.86161350437797e-18,-0.538122620090637,0.118,0.335,1.83078641347866e-13
"MRPS33",4.88778831334304e-18,-0.536732005198729,0.454,0.778,1.84064332303872e-13
"C11orf71",4.94299074741761e-18,-1.33844555983573,0.075,0.244,1.86143145566252e-13
"AQP11",5.00676594036908e-18,-1.07389637009541,0.068,0.233,1.88544791782419e-13
"PSMC3",5.28554806909082e-18,-0.57392452962197,0.441,0.753,1.99043169185822e-13
"ZKSCAN1",5.32995669240482e-18,-0.600044128707122,0.465,0.76,2.00715509122581e-13
"VPS52",5.63583318113059e-18,-1.12202535130859,0.077,0.247,2.12234205935016e-13
"TIMP2",5.73571952209487e-18,2.93314887240871,0.4,0.164,2.15995725763048e-13
"ARHGAP24",5.80807947550375e-18,-1.19407069729158,0.031,0.153,2.1872065688852e-13
"EIF3F",5.93703184853642e-18,-0.624478050522936,0.522,0.815,2.23576745352184e-13
"NCKAP1",6.33270807176976e-18,2.3002209518429,0.442,0.204,2.38477120566706e-13
"RP11-96B5.3",6.85497143027366e-18,-3.56944942967908,0.002,0.058,2.58144514121246e-13
"MPPED1",7.13439896316633e-18,-3.81790138631747,0.002,0.058,2.68667196154918e-13
"GFOD2",7.33731079774727e-18,-0.774198355340395,0.094,0.28,2.76308450021567e-13
"PDIA3",7.66684019188574e-18,-0.474954743234884,0.621,0.916,2.88717867946033e-13
"MRPL14",7.8863038581687e-18,-0.540625732871804,0.587,0.891,2.96982430690917e-13
"NDUFB5",7.99276107188496e-18,-0.580054376061405,0.497,0.807,3.00991396445044e-13
"RUNX1",8.18357261558417e-18,4.53025122211706,0.253,0.022,3.08176977557669e-13
"IFI27L2",8.2115409923919e-18,1.96333626376366,0.444,0.193,3.09230210691494e-13
"SLC29A1",8.71385694046688e-18,-0.53263531882259,0.211,0.48,3.28146424664102e-13
"NEDD4",9.29562132475448e-18,-1.18145173724513,0.073,0.24,3.50054507847604e-13
"MAOA",9.55184035827234e-18,-0.636429647233307,0.22,0.484,3.5970320421182e-13
"EDNRB",9.56882802625612e-18,-3.97524046155423,0.002,0.055,3.60342925812753e-13
"RP11-1151B14.3",9.93910267764993e-18,-0.596572202338495,0.102,0.298,3.74286728634941e-13
"AGO2",1.0310483698592e-17,3.39355636580759,0.31,0.069,3.88272195121577e-13
"RDH11",1.0600052258146e-17,-0.788501425220729,0.213,0.465,3.99176767937261e-13
"PPP1R14A",1.19465705305763e-17,-1.07635367757621,0.013,0.102,4.49883953040442e-13
"GBAS",1.29622078448345e-17,-0.779091087250382,0.231,0.498,4.88130823020778e-13
"SLC5A3",1.36109755327904e-17,-0.617077739068132,0.201,0.451,5.12562116613822e-13
"C6orf47",1.38600583054695e-17,-0.795777886151145,0.1,0.291,5.21942075667371e-13
"NDUFB10",1.39194026675301e-17,-0.517735613798001,0.645,0.913,5.24176865653849e-13
"HIST1H3E",1.41165449711597e-17,-2.03221620277948,0.024,0.131,5.31600850523932e-13
"CHMP4B",1.53592109611812e-17,1.79666740687067,0.542,0.345,5.7839716637616e-13
"FAM50B",1.55410642449735e-17,-1.13075852138177,0.079,0.247,5.85245397337213e-13
"RGS12",1.57528588061599e-17,-0.72293414239232,0.077,0.247,5.93221156922369e-13
"DPYSL2",1.601357064757e-17,3.8315246734338,0.294,0.058,6.03039043446193e-13
"RPL31",1.63342823120691e-17,0.86427601314044,0.966,0.996,6.151164033079e-13
"PSMG4",1.72157345527752e-17,-0.608852050079493,0.235,0.502,6.48310131788409e-13
"C21orf2",1.75950421388398e-17,-1.06882918419747,0.111,0.305,6.62594096864431e-13
"CXCL6",1.83033925934174e-17,4.71646148474793,0.249,0.022,6.89269158282911e-13
"SLC22A25",1.8397963672672e-17,-4.24472299334177,0.004,0.065,6.92830515985481e-13
"TRIM38",1.92088763662987e-17,-1.17515219006529,0.107,0.298,7.23367866202076e-13
"MARC2",1.96830985916334e-17,-0.746841268285392,0.124,0.331,7.41226126763732e-13
"DNAH6",1.98355723983227e-17,-2.68642263690485,0.01,0.091,7.46967985376036e-13
"TPM4",1.99470879069728e-17,2.0736266841667,0.492,0.273,7.5116743640078e-13
"RP11-138A9.2",2.05919641090694e-17,-1.07170474884913,0.081,0.255,7.75452184419335e-13
"SFN",2.08596817435646e-17,2.73703523757488,0.324,0.08,7.85533895099154e-13
"MYO6",2.14435573701125e-17,3.11529509011106,0.309,0.069,8.07521483443695e-13
"MSLN",2.1964831774161e-17,7.63142136291938,0.216,0,8.27151634951354e-13
"ELOVL5",2.3009280967595e-17,-0.620052417449257,0.196,0.451,8.66483502677692e-13
"CDK6",2.3186680607941e-17,4.43835745561313,0.27,0.04,8.73164018333844e-13
"MTRNR2L6",2.34062824854555e-17,-0.367040159029159,0.08,0.255,8.81433785837282e-13
"CTD-3080P12.3",2.35503257892516e-17,-3.45441587754795,0.004,0.065,8.86858168571637e-13
"GRIA3",2.38637345976693e-17,-1.83666937876616,0.015,0.105,8.9866051747903e-13
"THRB",2.41404192626032e-17,-1.07995865645675,0.097,0.28,9.09079908591111e-13
"MORF4L1",2.61171474024852e-17,0.957192837145007,0.783,0.836,9.83519536882787e-13
"TAT-AS1",2.63710192311106e-17,-1.90745780668774,0.016,0.109,9.93079842205163e-13
"NFKBIZ",2.66719145489563e-17,-0.390155063704816,0.389,0.713,1.0044109580846e-12
"PLEKHF1",2.69556327326363e-17,-1.68900933202579,0.05,0.189,1.01509521744562e-12
"GOLT1A",2.74646280839293e-17,-0.40233930918567,0.335,0.665,1.03426296438461e-12
"LYRM1",2.84603037381738e-17,-0.860193285952266,0.174,0.411,1.07175811817215e-12
"D2HGDH",2.91569179926451e-17,-0.541612160114687,0.154,0.385,1.09799121776703e-12
"TCAF1",2.98740663310907e-17,-0.927359176596878,0.149,0.364,1.12499758989621e-12
"ASMTL",3.03417461884893e-17,-0.931440690916794,0.132,0.338,1.14260947796613e-12
"DDIT4",3.05739221234447e-17,2.87261841174066,0.476,0.265,1.15135275932468e-12
"CTD-2350C19.2",3.07551548526009e-17,-1.84237635221923,0.03,0.145,1.15817762143924e-12
"SDCBP",3.21549836166982e-17,1.47648021977547,0.636,0.545,1.21089237303762e-12
"MRPL36",3.23239066360958e-17,-0.614824400714779,0.405,0.716,1.2172536761021e-12
"GCKR",3.28191738137286e-17,-0.857368104885933,0.082,0.255,1.23590444747739e-12
"TMEM82",3.41011725321371e-17,-2.77717975833245,0.006,0.073,1.28418195521522e-12
"FDX1",3.47884433433114e-17,-0.693775860647125,0.317,0.618,1.31006319942242e-12
"TYROBP",3.79808149722501e-17,-0.746218494603545,0.057,0.207,1.43028153022499e-12
"CLK1",4.01455790800846e-17,-0.4279854274306,0.366,0.695,1.51180221699783e-12
"SLC39A6",4.04562662555854e-17,2.89514062856358,0.305,0.065,1.52350207465283e-12
"GCH1",4.07373663387677e-17,-1.15300272708585,0.056,0.204,1.53408774158532e-12
"NTN1",4.21870807877397e-17,-4.5615673108451,0.007,0.076,1.5886810883047e-12
"PSMC2",4.27072223641863e-17,-0.534329305463408,0.291,0.585,1.60826857979053e-12
"YIF1A",4.39086399356522e-17,-0.535298725442133,0.571,0.865,1.65351156269679e-12
"TP53I13",4.46206019242257e-17,-0.691970805277714,0.217,0.473,1.68032262726249e-12
"IYD",4.74942001250316e-17,-1.0118747567462,0.049,0.189,1.78853658830844e-12
"MBOAT2",4.83032117360952e-17,5.28891930304557,0.242,0.022,1.81900234755787e-12
"CLYBL",4.88540553664856e-17,-0.709803788475965,0.099,0.287,1.83974601699112e-12
"RP11-326C3.12",5.33183139416297e-17,-2.82889188499935,0.012,0.095,2.00786106641389e-12
"HLA-A",5.46944193797222e-17,0.71457209981552,0.92,0.971,2.05968244500158e-12
"IQGAP1",5.54712021655184e-17,2.86269652805632,0.335,0.098,2.08893453114909e-12
"DNMT3L",5.56758894840053e-17,-2.12755480283986,0.003,0.062,2.09664264618867e-12
"KLK6",5.61268726475249e-17,7.8107597868539,0.211,0,2.11362577016049e-12
"REPIN1",5.66141435963127e-17,-0.606338041655477,0.228,0.487,2.13197541954994e-12
"TUBA1B",5.86939031225556e-17,1.80820355861102,0.633,0.567,2.2102950037892e-12
"ADAMTS4",5.97116368102574e-17,-2.73156257337707,0.007,0.076,2.24862081900067e-12
"SLC31A1",6.00840205937105e-17,-0.913466622737464,0.114,0.313,2.26264404751795e-12
"PC",6.16337053020527e-17,-1.20908475837565,0.068,0.225,2.3210020742647e-12
"RPL30",6.77821306205599e-17,0.748276534871013,0.967,0.985,2.55253947490904e-12
"SMS",7.45594043647262e-17,1.72112856260652,0.578,0.447,2.80775804956686e-12
"GNPTG",7.53837963308543e-17,-0.728276137256813,0.182,0.415,2.83880300222731e-12
"GIPC2",7.72358356344307e-17,-1.07100825482696,0.049,0.189,2.90854709832139e-12
"MAST1",8.00521106159492e-17,-1.91193502509621,0.015,0.102,3.01460238157541e-12
"CRBN",8.68467865696425e-17,-0.711432052605518,0.156,0.378,3.2704762886396e-12
"TSPAN13",8.75974685924838e-17,3.22383050355919,0.315,0.084,3.29874547225576e-12
"CD164",8.87848515339022e-17,1.37471224305685,0.633,0.513,3.34345993906369e-12
"RNASET2",9.18181951862693e-17,2.79453417191278,0.498,0.324,3.45768959432453e-12
"NR4A1",9.66767394733247e-17,-0.722844331036363,0.171,0.407,3.64065265508646e-12
"TUBA3E",9.75349947094551e-17,-5.80923030679799,0,0.04,3.67297283076866e-12
"GOLGA6A",9.75349947094551e-17,-5.89863852021963,0,0.04,3.67297283076866e-12
"RP11-6O2.4",9.75349947094551e-17,-5.58927727364718,0,0.04,3.67297283076866e-12
"LANCL2",1.03349829492499e-16,-1.25702848632782,0.04,0.167,3.89194787902851e-12
"RPL6",1.05248608411517e-16,0.577133500780853,0.964,0.978,3.96345209556091e-12
"TNFAIP8L1",1.1268794786769e-16,-0.777813430724045,0.091,0.269,4.24360274080146e-12
"VWA8",1.17879142448895e-16,-1.17195668127789,0.067,0.222,4.43909274634049e-12
"CCL3",1.19712996766308e-16,-0.709856033899037,0.045,0.182,4.50815203222564e-12
"ACADVL",1.216611991832e-16,-0.483326549810772,0.543,0.887,4.58151743884096e-12
"GCSH",1.24058135458165e-16,-0.549822370136146,0.384,0.713,4.67178126508359e-12
"STAT1",1.24126381571377e-16,2.45555657398623,0.427,0.204,4.6743512772149e-12
"CD52",1.28634219828868e-16,-0.73275664987626,0.096,0.28,4.8441074503155e-12
"RASGEF1B",1.29647632739378e-16,-0.662644853304021,0.055,0.2,4.88227055369948e-12
"ZNF451",1.29671976772177e-16,-0.655735358860181,0.173,0.404,4.88318730128663e-12
"VPS51",1.31947450630276e-16,-0.651137821871964,0.268,0.538,4.96887709583492e-12
"IGLC2",1.41913326497069e-16,5.38957637266054,0.242,0.025,5.34417204922664e-12
"COMMD4",1.44012271211714e-16,-0.517225893009567,0.351,0.669,5.42321410929073e-12
"EIF5",1.48297834565174e-16,-0.474707138230942,0.494,0.811,5.58459985405533e-12
"AIMP2",1.55024375706778e-16,-0.687168555849821,0.221,0.48,5.83790794036586e-12
"RBM4",1.58786449717553e-16,-0.533286667850001,0.13,0.342,5.9795801234636e-12
"CTSC",1.59441588815521e-16,2.04018027014248,0.398,0.156,6.00425135161489e-12
"RPS6",1.76875976632183e-16,0.669764759267196,0.979,0.996,6.66079552801473e-12
"NTS",1.77110050046445e-16,8.82289520914999,0.216,0.007,6.66961026464904e-12
"LAMC2",1.86622308557644e-16,2.94384214286784,0.303,0.069,7.02782289566375e-12
"RP11-867G23.8",1.91852353447644e-16,-1.12928051151105,0.052,0.193,7.22477592613137e-12
"SLC35B2",1.93807698404493e-16,-0.535613586001533,0.313,0.607,7.2984103065164e-12
"ECM2",2.01215174825912e-16,-1.90953350913216,0.03,0.142,7.57736105359419e-12
"SPHK1",2.0180880317667e-16,3.81890547469429,0.277,0.055,7.59971591002704e-12
"ITGA2",2.02554911123389e-16,3.85623261175168,0.271,0.047,7.6278128430846e-12
"ITGA3",2.04543088997923e-16,3.2786395232522,0.285,0.058,7.70268364548378e-12
"CCHCR1",2.06357838175313e-16,-1.20323558574167,0.076,0.236,7.77102347000592e-12
"SLC39A4",2.16522135137799e-16,4.23257220965845,0.306,0.087,8.15379056501923e-12
"LY96",2.16994133125387e-16,4.75836384563279,0.249,0.033,8.17156506523583e-12
"ZNF467",2.20725195761009e-16,-1.00029787859241,0.084,0.255,8.31206942196806e-12
"GCAT",2.29907296876964e-16,-0.834725112086912,0.123,0.32,8.65784898579271e-12
"BTF3L4",2.34012708331179e-16,1.88235312736047,0.508,0.327,8.81245057033555e-12
"EPCAM",2.36469656537756e-16,1.38331917967231,0.446,0.16,8.90497432589882e-12
"CFL2",2.39760079124069e-16,-0.636337671874311,0.197,0.44,9.02888505965419e-12
"DGAT2",2.56747235317401e-16,-1.61680691428579,0.064,0.211,9.6685873875827e-12
"CD99L2",2.58644967916685e-16,-1.36677385369405,0.062,0.211,9.74005220180651e-12
"ZNF76",2.62964928817175e-16,-1.19356150147947,0.073,0.229,9.90273328939719e-12
"PPP2R1B",2.63313901564125e-16,-0.670684945355558,0.162,0.389,9.91587490510183e-12
"RPL5",2.68430114675182e-16,0.782716475676304,0.926,0.971,1.0108541258438e-11
"ABCC6",2.70059096496279e-16,-0.828389990688916,0.133,0.338,1.01698854558569e-11
"DNAJC22",2.78977363042742e-16,-0.854058832411139,0.161,0.382,1.05057295374636e-11
"RP3-414A15.10",3.00885150090189e-16,-1.84897866239271,0.013,0.095,1.13307329820963e-11
"RPL17",3.01370495919787e-16,1.62311212883165,0.602,0.451,1.13490101353473e-11
"PLSCR1",3.03132760576919e-16,2.42455387453084,0.355,0.116,1.14153734978056e-11
"TMEM55A",3.06182450005329e-16,3.68842896175913,0.243,0.025,1.15302187023007e-11
"CES3",3.27524758405531e-16,-1.52499876465135,0.026,0.131,1.23339273520355e-11
"NNMT",3.3359023893986e-16,2.81533226626207,0.4,0.178,1.25623412179973e-11
"TIPARP-AS1",3.3591761804132e-16,-1.76584355682501,0.037,0.156,1.26499856602e-11
"KIF1C",3.42313139029838e-16,-0.672668926930028,0.207,0.447,1.28908281895856e-11
"TDP2",3.49655501259186e-16,-0.43217014954841,0.186,0.433,1.31673268664184e-11
"GANC",3.67522314381538e-16,-1.7354884871845,0.032,0.145,1.38401553149799e-11
"HEXIM2",3.74157163902206e-16,-1.11611226694634,0.059,0.204,1.40900104782293e-11
"TMC5",3.80015084938193e-16,2.29397910355887,0.323,0.084,1.43106080686025e-11
"TMCO6",3.93703088896997e-16,-1.2407199477178,0.053,0.193,1.48260709216831e-11
"DIS3L",4.26761504955187e-16,-1.23402221288435,0.057,0.2,1.60709847536024e-11
"RAPGEF4",4.44602260120279e-16,-2.26187475375558,0.022,0.12,1.67428319116095e-11
"ADAM9",4.86181838916566e-16,2.80186008044142,0.331,0.102,1.830863568992e-11
"LRRC75B",4.90445606226035e-16,-1.16771502901028,0.057,0.2,1.846920063926e-11
"CPM",4.94738083316834e-16,-0.784514722362119,0.151,0.367,1.86308467415453e-11
"CDHR2",5.0490609742879e-16,-2.68281717369804,0.027,0.131,1.90137538169734e-11
"HNRNPL",5.22137230983136e-16,-0.648416413552879,0.162,0.382,1.96626438443629e-11
"EGLN3",5.3184501865849e-16,5.15809889703013,0.227,0.018,2.00282197126414e-11
"C2orf47",5.42662877082454e-16,-0.910396812790277,0.121,0.313,2.04355986251711e-11
"FAM114A1",5.55546870877328e-16,-0.682885579791618,0.2,0.444,2.09207840634984e-11
"GLO1",5.59534514729747e-16,-0.591970150106435,0.384,0.68,2.10709507556928e-11
"CLTB",5.7384921315486e-16,2.26419056200297,0.617,0.531,2.16100136689857e-11
"HSPH1",5.82132631372607e-16,-0.544679385216382,0.513,0.767,2.19219506322296e-11
"ALPL",6.19784373177662e-16,-2.21589986464294,0.009,0.08,2.33398399251244e-11
"KLF5",6.52139340170109e-16,2.81619714764384,0.321,0.091,2.4558263272126e-11
"IDNK",6.57743668889639e-16,-1.31977796921157,0.058,0.2,2.4769311083046e-11
"RPS15A",6.64240302552144e-16,0.754308860037136,0.975,0.996,2.50139613135086e-11
"SLC3A1",6.6846372674104e-16,-2.47231468816224,0.021,0.116,2.51730070216141e-11
"SFXN1",6.69166432815119e-16,-0.591853010996513,0.236,0.491,2.51994695269517e-11
"AGR2",6.89316556527973e-16,1.15326072374786,0.357,0.095,2.59582828857304e-11
"MKNK2",7.15138714963387e-16,-0.71605054941514,0.238,0.487,2.69306937280912e-11
"CLPTM1",7.59050434436504e-16,-0.460540696705521,0.294,0.578,2.85843212600099e-11
"HFE",7.69731007787108e-16,-1.39988792620948,0.051,0.185,2.89865302912469e-11
"MPDU1",7.79946546310176e-16,-0.532341243623972,0.277,0.553,2.93712270409486e-11
