"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"IGKV4-1",3.58284598782819e-139,-2.60618141096418,0.019,0.153,1.34922814209634e-134
"IGF2",2.7817523532001e-127,1.67757583676726,0.233,0.049,1.04755230116809e-122
"IGKV3-20",3.06471522956786e-120,-1.66662745845387,0.028,0.165,1.15411046115066e-115
"IFI27",1.78097511568085e-113,-1.45400094975834,0.119,0.298,6.70679609063094e-109
"IGKC",5.23525951335257e-105,-1.63872137282278,0.047,0.179,1.97149402753831e-100
"RPLP1",2.11936673223761e-93,0.677074673454301,0.986,0.971,7.98111124026041e-89
"IGKV1-5",8.28185145906743e-89,-1.88125852323952,0.013,0.106,3.11877962245561e-84
"HBB",5.36122884758883e-84,-4.50747047146106,0.016,0.111,2.018931559425e-79
"IGLV2-14",4.74486049912801e-82,-1.01382449357548,0.018,0.114,1.78681956676163e-77
"RPS4X",1.45440809724709e-79,0.420408522286198,0.945,0.89,5.47701001261308e-75
"IGHA1",1.59514517529228e-77,-3.25418554283158,0.017,0.098,6.00699770111566e-73
"CHGB",1.02706390408787e-69,3.58988416893921,0.125,0.03,3.86771725001411e-65
"IGLV3-21",1.15927682400514e-69,-0.418123884450241,0.01,0.081,4.36560466383854e-65
"RPL3",1.99572146832335e-69,0.430498269444517,0.928,0.855,7.51548790541209e-65
"IGHV3-23",7.91474542033136e-67,-1.31751252788005,0.014,0.097,2.98053483038838e-62
"SERPINA1",4.10893693638462e-65,1.50974482680705,0.315,0.178,1.54734347150372e-60
"RPL4",5.92671935107799e-65,0.691677365075437,0.809,0.686,2.23188397322895e-60
"IGLV2-23",3.52615551346546e-63,-2.62153324456291,0.008,0.073,1.32787964326082e-58
"MT-ND2",8.06273243953781e-63,-0.547574300025254,0.71,0.773,3.03626378208115e-58
"HLA-B",8.80387152923842e-62,-0.752964779073411,0.57,0.691,3.3153619404806e-57
"IGHV5-51",8.89840657986995e-61,-1.60704781089406,0.006,0.068,3.35096194984743e-56
"JCHAIN",1.23001922471343e-60,-2.28790355257469,0.014,0.09,4.63200639642584e-56
"TAT",1.72358679616611e-59,2.96945639990656,0.111,0.03,6.49068315700235e-55
"CD74",2.34428018663922e-59,-0.428800539487615,0.408,0.547,8.82809032684598e-55
"MSLN",5.7056428180382e-59,-2.51584193795856,0.018,0.088,2.14863097241683e-54
"MGP",1.98343603882965e-57,0.556129363541542,0.718,0.564,7.46922343502468e-53
"IGLV1-40",2.52309096297386e-56,-0.908439717178113,0.014,0.081,9.50145594836697e-52
"TMSB4X",8.23855394292895e-55,-0.715210016166572,0.714,0.773,3.10247464382819e-50
"FN1",2.63468158378988e-53,-1.78840647107858,0.132,0.247,9.92168390823594e-49
"RPLP0",5.66713577781833e-53,0.416942072771739,0.951,0.887,2.13412999121083e-48
"RPL13",1.88285535251048e-51,0.365492351060043,0.968,0.933,7.09045668648395e-47
"EEF1A1",2.3477511620472e-51,0.296032389655238,0.988,0.973,8.84116132603733e-47
"IGLV1-51",3.32621606632814e-51,-1.12673905105798,0.016,0.08,1.25258644625785e-46
"CXCL14",1.92834418890254e-50,-1.86944381868515,0.102,0.206,7.2617585465692e-46
"COL1A2",2.86899873306442e-50,-2.21116503531354,0.089,0.183,1.0804075428974e-45
"MT-ND3",5.21940843507939e-48,-0.380805933350745,0.833,0.874,1.9655248284822e-43
"RPS14",3.63909271548398e-47,0.294529872743098,0.923,0.862,1.37040953479696e-42
"RPL5",9.01838319918211e-47,0.386442108322006,0.86,0.776,3.396142745148e-42
"RPL6",1.22470438289826e-46,0.370584822183436,0.883,0.811,4.61199176511828e-42
"FRZB",1.35450202966747e-46,3.43223936797973,0.108,0.033,5.10078374332174e-42
"TFF3",1.35667468155789e-46,1.13581976043795,0.397,0.284,5.1089655158107e-42
"MT-CYB",7.13987695343985e-46,-0.372134323068755,0.849,0.88,2.68873486312638e-41
"PPIB",9.51199301469544e-45,0.728135181287076,0.668,0.576,3.58202632947401e-40
"RPL29",1.26527429992155e-44,0.302954205548546,0.911,0.839,4.76476995864458e-40
"IGLV2-8",3.66787447400577e-44,-1.3744632648663,0.005,0.056,1.38124816942109e-39
"RPL11",2.65678863183871e-43,0.296522068516236,0.946,0.888,1.00049346297782e-38
"VSTM2A",1.02155053705784e-42,-3.29800725402825,0.01,0.055,3.8469550124524e-38
"RHOBTB3",1.87304555968042e-42,1.68831549117798,0.285,0.181,7.05351496864454e-38
"C2orf40",2.78116866761329e-42,2.72236882618164,0.139,0.05,1.04733249684981e-37
"SOD3",4.80912773339129e-42,1.80409267965943,0.207,0.106,1.81102132184049e-37
"SEC14L2",8.88431291337243e-42,1.47682539909029,0.189,0.108,3.34565455691779e-37
"TFF1",2.82967169361403e-41,1.2671419321882,0.259,0.158,1.06559776638117e-36
"IGHG1",8.35141271754056e-41,-2.0064308251875,0.038,0.109,3.14497500117142e-36
"ISG15",1.63948895404269e-40,-1.49443916332594,0.191,0.309,6.17398750313395e-36
"CRABP1",1.67598786764756e-40,1.91658263264906,0.288,0.178,6.31143511198719e-36
"LUM",2.02329553103808e-40,-2.74355904492383,0.027,0.083,7.61932631078319e-36
"CDH7",3.68189399271524e-40,-3.89976731503325,0.003,0.038,1.38652763977671e-35
"MT-CO2",3.96313058105758e-40,-0.334106063469659,0.933,0.94,1.49243571421466e-35
"COL1A1",1.80341089407212e-38,-2.12501492535708,0.12,0.212,6.79128474489678e-34
"RPL9",2.26912864242106e-38,0.344933371361716,0.854,0.771,8.54508464162922e-34
"PHGR1",2.62320348866219e-38,1.48610201077701,0.188,0.103,9.87845969760406e-34
"PIP",6.25358931917585e-38,1.82472075237045,0.205,0.116,2.35497666581524e-33
"DDIT4",3.01446092337025e-37,1.00170408835951,0.373,0.276,1.13518569452277e-32
"RPL12",3.52007926532128e-37,0.300061030652062,0.937,0.887,1.32559144973469e-32
"IGHV3-30",5.89845999806759e-37,-2.04132712361433,0.005,0.043,2.22124206607229e-32
"NACA",1.62008415387837e-36,0.328375159504766,0.847,0.764,6.10091290667517e-32
"EEF2",2.27463833441619e-36,0.354655480994276,0.806,0.699,8.56583303974448e-32
"F3",2.9773547491634e-36,1.39314510427878,0.07,0.025,1.12121225143995e-31
"IGKV1-9",4.79734391755435e-36,-1.48134957348163,0.003,0.036,1.80658377247262e-31
"RPL7",6.37023170232078e-36,0.457739237258894,0.828,0.737,2.39890185445996e-31
"IGLV3-25",2.046498169393e-35,-1.83919574495175,0.015,0.067,7.70670280630014e-31
"ERRFI1",4.31547480304357e-35,1.27304754898971,0.302,0.212,1.62512150133015e-30
"SLC25A6",5.76330467518631e-35,0.501995886416123,0.684,0.579,2.17034527458166e-30
"FABP5",9.46938762418734e-35,1.12130525701291,0.258,0.163,3.56598199151647e-30
"HLA-A",1.17858376527781e-34,-0.673667003689417,0.551,0.623,4.43831074328319e-30
"RPL15",1.35147127765142e-34,0.267907552785156,0.895,0.823,5.08937053737971e-30
"AC083841.1",1.64893171080993e-34,4.58449228495672,0.07,0.015,6.20954703656802e-30
"TPT1",3.31693250797888e-34,0.309236926841947,0.915,0.857,1.24909044385469e-29
"RPS24",5.15998758618105e-34,0.257396912089558,0.929,0.874,1.94314812520406e-29
"IL32",6.30590974382536e-34,-1.03197099994466,0.109,0.202,2.37467949132976e-29
"IGHV1-3",6.91452730873661e-34,-2.50131435896242,0.002,0.034,2.60387269392403e-29
"PER1",1.02548652845106e-33,1.229673974327,0.137,0.061,3.86177716884102e-29
"CEBPD",7.27505484386302e-33,1.68649484713674,0.286,0.196,2.73964015310194e-28
"AK5",1.46264846837995e-32,1.28061440465349,0.083,0.031,5.50804160222523e-28
"RPL8",2.75525556880549e-32,0.504670579734275,0.963,0.926,1.03757414210077e-27
"IGKV3-11",3.0411178080572e-32,-2.87912039810094,0.008,0.05,1.14522414415818e-27
"MALAT1",5.35634355234748e-32,-0.305896698742344,0.742,0.832,2.01709185494301e-27
"RPL7A",5.79947544785153e-32,0.276698731262436,0.908,0.851,2.18396646415193e-27
"PYDC1",8.88581884772378e-32,-1.87565185325702,0.029,0.079,3.34622166167582e-27
"B2M",1.28085795585913e-31,-0.386677649502396,0.761,0.829,4.82345489017431e-27
"IGHV1-18",1.64374675502152e-31,-2.6357096535155,0.004,0.035,6.19002153006003e-27
"TSPAN3",1.77766706579639e-31,1.36580848417841,0.341,0.257,6.69433863637605e-27
"SNX22",2.51624539455212e-31,2.64289811393401,0.094,0.033,9.47567690680438e-27
"RPS5",2.69807620846287e-31,0.308827901903904,0.877,0.795,1.01604153858295e-26
"PCBP2",3.45111421652865e-31,0.390202126852938,0.756,0.677,1.29962059166036e-26
"PDK4",4.47879263964883e-31,1.94296026336188,0.064,0.023,1.68662373223895e-26
"RPS18",5.04534219172741e-31,0.305903483884262,0.956,0.92,1.89997496256071e-26
"HLA-DRA",1.28001764378168e-30,-0.752091079035769,0.175,0.272,4.82029044295305e-26
"FMOD",1.37638732669349e-30,0.956382992786858,0.126,0.054,5.18319939486236e-26
"COL3A1",2.27938991138486e-30,-2.00786901170989,0.071,0.141,8.58372652829311e-26
"MT-ATP6",2.61004805836862e-30,-0.310778491701369,0.863,0.892,9.82891897820456e-26
"CALML5",4.73013749290395e-30,-1.19567437921591,0.16,0.244,1.78127517707777e-25
"BTF3",7.11733753335779e-30,0.280646461111179,0.745,0.653,2.68024696831188e-25
"SERPINA5",1.24263402776893e-29,1.78435023690741,0.147,0.088,4.67951122177224e-25
"CPB1",1.32988663977143e-29,-2.53227145498022,0.037,0.092,5.00808710805126e-25
"IGKV3-15",1.41177852841014e-29,-0.79015159255315,0.014,0.06,5.31647558228689e-25
"ETNK2",1.79369050516583e-29,1.49245786744083,0.167,0.091,6.7546797043535e-25
"SEZ6L2",1.86237712868952e-29,1.14738692015527,0.248,0.165,7.01333979121898e-25
"MFAP5",1.96606813593141e-29,-2.76425015271671,0.009,0.05,7.40381938629049e-25
"DCN",4.21901881494636e-29,-2.29513999763019,0.034,0.082,1.5887981053325e-24
"RPL23A",4.81718586463332e-29,0.262724909380904,0.885,0.812,1.81405585290362e-24
"IGHV3-7",4.95722636644467e-29,-2.14584552120984,0.003,0.029,1.86679230507573e-24
"RPS23",1.17218806636519e-28,0.267807245133172,0.915,0.86,4.41422582031803e-24
"MDK",1.30953849876129e-28,0.577657694291722,0.498,0.399,4.93146007863526e-24
"MX1",1.42416763016471e-28,-1.42456629940101,0.097,0.178,5.36313046167427e-24
"SEC11A",1.89696129627081e-28,0.526607387622309,0.513,0.438,7.14357684949662e-24
"AC093297.1",3.47260973836487e-28,-2.88167148116348,0.015,0.056,1.30771537527344e-23
"COL2A1",5.94215223647259e-28,1.7083969845365,0.13,0.056,2.23769568921085e-23
"PGR",6.0337770764179e-28,1.31923673466844,0.164,0.1,2.27219977143745e-23
"HLA-C",9.47723771944611e-28,-0.580041912301153,0.625,0.692,3.56893818038902e-23
"RPS27A",3.94526858252075e-27,0.264443070027593,0.936,0.889,1.48570924280566e-22
"EEF1B2",4.56729991472939e-27,0.327079520457433,0.74,0.657,1.71995380188879e-22
"AC044784.1",5.91105544495119e-27,-2.25967298535564,0.014,0.053,2.22598525945972e-22
"IGHV3-11",9.24255496952806e-27,-4.31063249379364,0.002,0.028,3.48056135042488e-22
"RPS27L",2.23424833192011e-26,0.532003987927348,0.529,0.451,8.41373236834474e-22
"GSTP1",2.4730230055681e-26,0.334523584078485,0.572,0.443,9.31291003436834e-22
"IFI44L",6.35940763214232e-26,-1.53814246365473,0.051,0.112,2.39482572611215e-21
"RPL37A",7.48167153367497e-26,0.353363507899163,0.896,0.831,2.81744786615132e-21
"IGFBP4",8.86839372127677e-26,0.726401923553526,0.335,0.241,3.33965970755841e-21
"IGLC2",9.26595206581762e-26,-1.06287928164721,0.014,0.053,3.4893722289456e-21
"RPL19",1.05043104790211e-25,0.431255798939518,0.937,0.894,3.95571324018975e-21
"RPL10A",1.71773021637524e-25,0.329333100202749,0.853,0.772,6.46862844882586e-21
"FDCSP",7.80474678175515e-25,-1.76514503161569,0.082,0.139,2.93911154307335e-20
"RPL26",1.42709164070546e-24,0.327418003341841,0.726,0.645,5.37414170056861e-20
"GAPDH",1.72490722068151e-24,0.311851686870654,0.951,0.902,6.49565561164244e-20
"AGR2",3.24185563137054e-24,0.927141990302293,0.294,0.226,1.22081799366152e-19
"PRSS33",3.37360196518208e-24,3.16389527396219,0.058,0.015,1.27043102804827e-19
"APOD",3.77199923053535e-24,0.626620315043914,0.245,0.155,1.420459470235e-19
"EFHD1",1.01621779378391e-23,0.609642865743767,0.44,0.366,3.82687296783147e-19
"ACAN",1.18186125297448e-23,2.02608731148719,0.102,0.045,4.4506531064513e-19
"PDLIM1",1.53511655445089e-23,0.567663741785144,0.348,0.26,5.78094192075115e-19
"RAMP3",4.75576695331687e-23,1.9339783358516,0.062,0.023,1.79092671928007e-18
"RACK1",5.38880222811317e-23,0.261089393048652,0.865,0.8,2.02931514306286e-18
"IFITM1",5.4900174989551e-23,-0.619792074953969,0.344,0.429,2.06743078975651e-18
"BST2",1.13042138909649e-22,-0.675580847467937,0.394,0.473,4.25694086705958e-18
"EIF3L",1.21319832424353e-22,0.368401136847865,0.538,0.46,4.5686622494363e-18
"CBR3",2.23140493651467e-22,-1.14598268344221,0.093,0.157,8.40302470992693e-18
"TTC36",2.2690870931669e-22,1.89476813093187,0.127,0.072,8.54492817544791e-18
"IGHA2",2.85437723911024e-22,-2.71682989101764,0.005,0.027,1.07490138070413e-17
"RPS9",3.84331325116539e-22,0.282061582266688,0.857,0.79,1.44731490412386e-17
"MARCKSL1",4.00384883555665e-22,0.350320070260524,0.647,0.574,1.50776939449392e-17
"IGHV1-2",6.31798135055587e-22,-2.83510080132318,0.002,0.022,2.37922541699233e-17
"SNAI2",9.43173520270999e-22,2.03766746387862,0.129,0.066,3.55180284263653e-17
"TPM1",1.32854247772106e-21,0.455384129372598,0.554,0.492,5.00302526260197e-17
"CRYBA2",1.98983175615336e-21,4.08411394908913,0.022,0.002,7.49330842732233e-17
"MIR7-3HG",2.44906527789384e-21,4.95600396873273,0.046,0.013,9.22269002349264e-17
"IGHV3-21",3.3217652788434e-21,-1.26632920225428,0.011,0.041,1.25091036870685e-16
"REG1A",8.209425081916e-21,2.9524687308195,0.032,0.002,3.09150529734793e-16
"CHRDL2",1.1986313073117e-20,-1.77903981054361,0.012,0.038,4.5138057770744e-16
"SLC4A4",1.22904146340321e-20,3.36203015096421,0.03,0.004,4.62832434288381e-16
"IGHM",1.47502394299471e-20,-2.9136928210558,0.01,0.043,5.55464516452949e-16
"SSR2",1.57402158385679e-20,0.292035033401735,0.575,0.513,5.9274504804879e-16
"ST13",1.6949727138169e-20,0.350867963321507,0.577,0.501,6.38292824569167e-16
"PTX3",1.82863213398675e-20,-1.77672817942764,0.01,0.036,6.88626289016731e-16
"RPS17",1.8797112594075e-20,0.361487442886729,0.592,0.515,7.07861666067678e-16
"UBXN10-AS1",3.55323755924399e-20,1.45312701697119,0.066,0.028,1.3380782000601e-15
"DLX2",4.46096632869619e-20,2.8835548430044,0.041,0.01,1.67991070006041e-15
"ERGIC3",4.91629443861804e-20,0.438576579479204,0.53,0.458,1.85137815969478e-15
"ITM2C",5.83866394604727e-20,1.45554489551967,0.217,0.143,2.19872406880248e-15
"IGLV7-46",6.68546304635395e-20,-5.76878881043465,0.001,0.021,2.51761167399597e-15
"KCNE5",6.73718632698373e-20,4.01642118720366,0.029,0.003,2.53708962701553e-15
"ELF5",7.11520060867165e-20,-0.988892782133315,0.067,0.109,2.67944224521357e-15
"CTSD",8.55694936133761e-20,0.604450304715028,0.464,0.398,3.22237599049252e-15
"FNDC1",1.47105990956911e-19,-1.93117466570166,0.011,0.04,5.53971740745534e-15
"MT-ND1",1.5903074157438e-19,-0.269166986701411,0.773,0.816,5.98877966620802e-15
"TMED10",2.75050883175317e-19,0.432234540560002,0.498,0.438,1.03578661586161e-14
"RPS7",2.77649431619057e-19,0.277768314024601,0.909,0.849,1.04557222959105e-14
"HS3ST3A1",3.19075283316303e-19,1.51369162033059,0.023,0.005,1.20157370191253e-14
"PABPC1",3.83083079843446e-19,0.646038710986335,0.846,0.77,1.44261426207445e-14
"MT-ND5",4.06112599211699e-19,-0.285798626735911,0.732,0.735,1.52933882611142e-14
"C1S",4.38118788393769e-19,-0.91002733553822,0.068,0.122,1.64986773333326e-14
"SCGB1B2P",4.93483737280738e-19,-2.88622091424415,0.01,0.036,1.8583610578518e-14
"MDFI",5.46364746462487e-19,0.885190388013523,0.221,0.153,2.05750036222843e-14
"PRSS2",1.04267379883184e-18,-2.81452597871631,0.005,0.026,3.92650099164095e-14
"HMGCS2",1.17548128007993e-18,0.382860885719373,0.057,0.026,4.42662740452498e-14
"GSDMC",1.39518851329706e-18,2.44917057922341,0.068,0.026,5.25400090337405e-14
"NTF3",1.52593501743772e-18,1.84788899518938,0.036,0.011,5.74636608866698e-14
"VGLL1",1.75811343444835e-18,-0.874206596850244,0.049,0.098,6.6207035714456e-14
"GABARAP",1.76127818582455e-18,0.265995035546244,0.631,0.561,6.63262139217808e-14
"IGHV4-39",1.77698124015325e-18,-1.12938240704589,0.008,0.03,6.69175595416913e-14
"SEPT4",1.93172992151983e-18,1.50739641691338,0.082,0.036,7.27450853845937e-14
"NEK10",2.05591262226787e-18,1.29541447208632,0.131,0.08,7.74215575293633e-14
"SPARC",3.1649938844358e-18,-1.55044388946509,0.117,0.187,1.19187339700083e-13
"IGKV1-6",3.24954796443804e-18,-2.38837582444674,0.002,0.018,1.22371477244808e-13
"A2M",3.85385685371365e-18,0.646093337471061,0.166,0.102,1.45128541397149e-13
"LINC02532",4.45960005777971e-18,-1.68711618104452,0.02,0.052,1.67939618975868e-13
"DOK5",4.6016332688738e-18,-1.06124344352834,0.028,0.062,1.73288305639249e-13
"NRN1",5.99231429765173e-18,1.5625275365392,0.038,0.008,2.25658571820969e-13
"S100A6",6.29436451184015e-18,-0.283291148902841,0.689,0.726,2.37033178786876e-13
"NCAN",6.97524758789782e-18,3.09356067756683,0.038,0.006,2.62673873665056e-13
"ANXA2",8.71423742913887e-18,0.277909164745006,0.645,0.581,3.28160753106512e-13
"SCGB3A1",8.825880884636e-18,1.98556856232362,0.079,0.04,3.32365022353623e-13
"IGKV2-24",9.41463622436516e-18,-5.86405523842644,0,0.016,3.54536370937143e-13
"SH3BGRL",9.66434929421233e-18,0.564720888075371,0.437,0.382,3.63940065721448e-13
"EIF3H",1.05991948676752e-17,0.397327295204152,0.66,0.583,3.99144480326912e-13
"FAM92A",1.21623973203472e-17,0.652568526665498,0.117,0.07,4.58011558289634e-13
"NPC2",1.35222441158272e-17,0.403769620860417,0.511,0.426,5.09220668913821e-13
"IGSF21",1.38344833835309e-17,0.987301865059348,0.03,0.012,5.20978975257007e-13
"SEMA6D",1.48805147306925e-17,-2.2882285867231,0.007,0.025,5.6037042372842e-13
"UGDH",1.50240672981586e-17,0.792490010140528,0.289,0.231,5.65776326314055e-13
"LINC01048",1.54844549072848e-17,4.512933464713,0.023,0.001,5.8311360289853e-13
"FAM217B",2.02588860454438e-17,-0.691601504454183,0.096,0.14,7.62909130699321e-13
"TMEM14C",2.82596547606365e-17,0.338017943343588,0.503,0.444,1.06420207897605e-12
"RHOB",2.9832464057332e-17,0.427017090143253,0.465,0.404,1.12343093147101e-12
"SNX1",3.27761773411201e-17,0.601844536762673,0.306,0.242,1.2342852863119e-12
"AHCY",3.55389998053827e-17,0.648106456304479,0.416,0.35,1.3383276546711e-12
"HDC",4.39234175490602e-17,-6.52803772520368,0.001,0.016,1.65406805806251e-12
"CDH11",5.94805318133349e-17,-1.94250614278587,0.023,0.057,2.23991786702656e-12
"IFITM3",6.21695223930635e-17,-0.384040563275605,0.519,0.588,2.34117987427798e-12
"CRABP2",8.90460271634924e-17,-0.633531205675422,0.348,0.414,3.3532952909228e-12
"TMEM213",1.06129935720517e-16,-0.913720100012131,0.012,0.035,3.99664111936323e-12
"PRKACB",1.28195804319892e-16,-2.03397366001595,0.077,0.121,4.82759759907851e-12
"PNMT",1.2866445807445e-16,2.31031049196786,0.05,0.019,4.84524616216763e-12
"ZNF689",1.3570649225715e-16,2.11412578787053,0.119,0.076,5.11043508541977e-12
"SDC2",1.39449594269993e-16,0.798811924404581,0.21,0.147,5.25139282101939e-12
"RCN2",1.71203472052938e-16,0.5935227441183,0.359,0.292,6.44718035056955e-12
"NPY",1.72284151606677e-16,3.28075522412796,0.025,0.004,6.48787658120423e-12
"ZPLD1",1.89042017494995e-16,-1.43066005342179,0.014,0.035,7.11894429482651e-12
"RNASE4",2.12089128596796e-16,0.579299448053643,0.196,0.144,7.98685240469813e-12
"CDK6",2.30972355038423e-16,-1.11610106926998,0.058,0.103,8.69795694603692e-12
"LTF",3.76966358774677e-16,-1.07961423081388,0.138,0.181,1.41957991387368e-11
"ZFP36L2",4.19444384696142e-16,0.528021508401969,0.44,0.363,1.57954366388873e-11
"NPDC1",4.77930803636179e-16,0.557342675823505,0.344,0.296,1.79979182033312e-11
"RIC3",5.6625778570647e-16,0.266340220203703,0.117,0.067,2.13241356941342e-11
"SBSPON",5.78364487292314e-16,0.788059477782654,0.075,0.038,2.1780049862454e-11
"C16orf89",6.24392012759704e-16,1.61954041396661,0.057,0.022,2.35133544165049e-11
"TUBA3D",6.38409715466955e-16,2.90456058315838,0.024,0.006,2.40412330650546e-11
"EMILIN3",6.46756574374569e-16,3.10577877959867,0.031,0.006,2.43555590777975e-11
"HLA-DRB1",6.52830092788294e-16,-0.624102555694535,0.191,0.262,2.45842756342216e-11
"POMC",6.871247185708e-16,1.6746906184357,0.038,0.011,2.58757426519392e-11
"TMED3",8.04045659980067e-16,0.6400778662598,0.468,0.406,3.02787514635294e-11
"IGHV5-10-1",8.31589540587935e-16,-2.23127688754373,0.005,0.024,3.13159989194605e-11
"IFI6",8.43442187989469e-16,-0.793903235261507,0.289,0.355,3.17623459153074e-11
"CITED1",8.88441508631046e-16,1.95875055582614,0.031,0.009,3.34569303320279e-11
"RTN1",9.53537870185987e-16,1.71496385122672,0.071,0.039,3.59083291154639e-11
"C3",1.12764561881335e-15,-1.30854199481165,0.044,0.093,4.24648787132731e-11
"HSPB6",1.180573595932e-15,1.51031348038212,0.069,0.024,4.44580404756071e-11
"MAPT",1.2031472469225e-15,0.607064416811364,0.27,0.209,4.53081190246074e-11
"SERPINA3",1.70129081487611e-15,0.707321516585335,0.126,0.083,6.40672095066046e-11
"HLA-DPA1",1.74999054476091e-15,-0.719175191768346,0.146,0.207,6.59011439346063e-11
"IGHV1-24",1.752487804908e-15,-5.09175473171235,0.001,0.014,6.59951857572254e-11
"FXYD6",1.76684835959686e-15,1.05514188219773,0.076,0.038,6.65359755256986e-11
"IGLV1-47",1.92527267629475e-15,-2.16042400330624,0.005,0.021,7.25019184439077e-11
"CHI3L1",2.56213576517795e-15,1.01377577994954,0.183,0.127,9.64849086450713e-11
"MATN2",2.64000257712705e-15,-0.918749263777694,0.025,0.052,9.94172170494506e-11
"SERPINE2",2.82450717910327e-15,0.795204209025698,0.112,0.061,1.06365291350671e-10
"IGHV3-48",2.84112586157882e-15,-1.65613060725931,0.004,0.022,1.06991117695335e-10
"GCSH",2.95562110024383e-15,0.477682473266702,0.343,0.274,1.11302779392982e-10
"ZBTB16",2.98580707437851e-15,1.23917005126551,0.057,0.025,1.12439522806946e-10
"PPIF",3.33023875016279e-15,0.51567702536722,0.198,0.148,1.2541013085363e-10
"HCLS1",3.37883023540008e-15,-1.18662580696606,0.024,0.046,1.27239989004696e-10
"IGHG3",3.47488277984242e-15,-0.506492493766685,0.013,0.039,1.30857135723306e-10
"MSX2",3.6116562306275e-15,0.831977568980262,0.103,0.058,1.3600775033297e-10
"TMED9",4.16456009428389e-15,0.296518972428341,0.422,0.361,1.56829004030543e-10
"COX5A",4.32941624097774e-15,0.292753946942205,0.565,0.506,1.6303715680274e-10
"CYP4A11",4.50071780840928e-15,5.88000462850976,0.014,0.001,1.69488031229077e-10
"C1orf21",5.0297656902944e-15,0.496322757524446,0.296,0.23,1.89410916365106e-10
"CEACAM6",5.34328768654937e-15,-1.04905944620251,0.057,0.098,2.01217527700076e-10
"CYP26B1",6.07086723247921e-15,2.16131051486562,0.043,0.013,2.28616718240702e-10
"MYBPC1",6.17382256289707e-15,2.03663695060493,0.095,0.056,2.32493810073578e-10
"PAX3",7.29117805180734e-15,2.29188880517001,0.038,0.008,2.74571183074961e-10
"CSTA",8.81521869894186e-15,-1.17207440444381,0.037,0.064,3.31963505764753e-10
"XAF1",1.22938720933916e-14,-1.4204858186143,0.051,0.098,4.62962635292942e-10
"EYA4",1.25123344391519e-14,2.985149809667,0.011,0,4.71189490309582e-10
"MTRNR2L12",1.41368467240118e-14,-0.250033211433398,0.766,0.781,5.32365373932835e-10
"IGKV1-27",1.41614735275929e-14,-1.59821091253117,0.003,0.016,5.33292770102092e-10
"PDZK1",1.41776457434954e-14,0.916499237897431,0.12,0.079,5.33901783408548e-10
"ATP1B2",2.079083638166e-14,2.26165215897941,0.041,0.01,7.82941316460551e-10
"LTB",2.15216861162875e-14,-1.28365334592144,0.038,0.075,8.10463655767156e-10
"LINC01016",2.22384540026492e-14,2.15313629106002,0.03,0.01,8.37455700831765e-10
"KRT81",2.79242697283754e-14,0.875830221799851,0.138,0.089,1.05157214943116e-09
"SERPINB7",3.47510741694255e-14,-1.11631836479412,0.005,0.019,1.30865595107223e-09
"DKK1",3.50451135660511e-14,-1.63907452872466,0.012,0.028,1.31972888667035e-09
"SLC25A48",3.8455514039385e-14,-1.38811217400481,0.012,0.034,1.44815774769516e-09
"XBP1",4.08021279898595e-14,0.54909202752863,0.557,0.524,1.53652653584213e-09
"CST3",4.18493539188382e-14,0.388091201955784,0.563,0.502,1.57596296987561e-09
"AC239800.2",4.3195417111111e-14,2.06010756645605,0.039,0.015,1.62665301757022e-09
"BEX3",4.54980935293286e-14,0.342439884976222,0.43,0.367,1.71336720612746e-09
"KRT86",4.55019548702204e-14,1.06161615504729,0.085,0.047,1.71351261650276e-09
"PMP22",4.71459506770732e-14,0.482186696351042,0.219,0.152,1.77542221059722e-09
"TPGS1",4.88816569769327e-14,0.419600828843068,0.172,0.117,1.84078543843733e-09
"PCAT18",5.7502715018044e-14,1.05997150602809,0.106,0.067,2.1654372421495e-09
"RARRES1",6.08760484382303e-14,-0.557047983555483,0.108,0.155,2.29247023208688e-09
"COL11A1",6.17110060313552e-14,-3.67743349310646,0.007,0.028,2.32391306512877e-09
"CCDC74A",6.39684716041766e-14,0.733150974175236,0.178,0.124,2.40892470367008e-09
"S100A4",6.58718972637129e-14,-0.740206350250772,0.197,0.246,2.4806039071569e-09
"KRT14",6.8687516627877e-14,-1.25876374762484,0.101,0.149,2.58663450117259e-09
"IGHV3-74",7.25485976067711e-14,-2.2085241025817,0.005,0.02,2.73203508867579e-09
"IFIH1",1.04828401595616e-13,-1.24918479888721,0.058,0.092,3.94762794728772e-09
"GATA6-AS1",1.1144783222772e-13,1.86473081543074,0.018,0.004,4.19690246603149e-09
"NOS1AP",1.23477269493949e-13,0.847087896029269,0.127,0.093,4.64990701460313e-09
"PRSS23",1.35272344931667e-13,1.28506310536729,0.248,0.202,5.09408596543672e-09
"HBA2",1.3584173342407e-13,-3.12230097138092,0.002,0.018,5.11552799728362e-09
"CELF2",1.60817102514978e-13,-1.01096562877953,0.045,0.077,6.05605044650904e-09
"SLC18A2",1.63684186856866e-13,-5.37997584191805,0.001,0.015,6.16401910865585e-09
"CACNA2D3",1.64400262048783e-13,-3.06130383182203,0.002,0.018,6.19098506823307e-09
"CCL5",1.7196539200457e-13,-0.848792255712213,0.033,0.063,6.47587273210811e-09
"CYP4X1",1.7737517731917e-13,1.26889949494375,0.121,0.082,6.67959442748531e-09
