"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"CSF1",0.00495576184837315,-0.91209511206771,0.086,0.126,1,"CSF1"
"SLC6A8",0.00495798049770868,-0.644281284692329,0.328,0.364,1,"SLC6A8"
"MAP3K5",0.00496278552495268,-1.14215439974574,0.027,0.053,1,"MAP3K5"
"MED4-AS1",0.00497532674645697,0.311636671548293,0.044,0.021,1,"MED4-AS1"
"GALNT10",0.00498392975240062,0.311624447239551,0.094,0.059,1,"GALNT10"
"PTPRH",0.00502048455291518,-1.32387259555344,0.06,0.094,1,"PTPRH"
"PPP5D1",0.00502058571953804,1.60797827482075,0.026,0.01,1,"PPP5D1"
"SPAG1",0.00503272549998663,-1.58872348461834,0.031,0.058,1,"SPAG1"
"SETD3",0.00505089499755101,-0.597000295110376,0.308,0.35,1,"SETD3"
"GLS2",0.00508730644136972,-3.89464322408622,0.034,0.06,1,"GLS2"
"DCAF13P3",0.00509424310315373,-1.08151734558558,0.049,0.024,1,"DCAF13P3"
"MORC1",0.0051105754020194,-1.54160718289693,0.009,0.026,1,"MORC1"
"ROCK1P1",0.00512786518235491,-0.865525552447946,0.456,0.483,1,"ROCK1P1"
"ADORA2A-AS1",0.005128681977211,-1.4575510214384,0.041,0.019,1,"ADORA2A-AS1"
"PMF1-BGLAP",0.00512963944646178,0.500011297001221,0.147,0.103,1,"PMF1-BGLAP"
"KCNK10",0.00513167924573427,-0.699519160863583,0.046,0.023,1,"KCNK10"
"ARNT2",0.00513168782381472,0.794986388310504,0.4,0.361,1,"ARNT2"
"SNORA77",0.00513187070400047,0.425227350079586,0.026,0.01,1,"SNORA77"
"HIST4H4",0.0051385136855626,-2.12732548002934,0.027,0.052,1,"HIST4H4"
"COL4A5",0.00515117892118929,-1.56760620158227,0.079,0.114,1,"COL4A5"
"TMPRSS7",0.00516438006651307,0.272331118198769,0.047,0.024,1,"TMPRSS7"
"AP2B1",0.00517613659848865,-0.291301398128702,0.738,0.725,1,"AP2B1"
"NUFIP2",0.00517714623583891,-0.658281217044455,0.718,0.671,1,"NUFIP2"
"ZBED3",0.00518459725688543,0.854619226269264,0.061,0.034,1,"ZBED3"
"HMGCS1",0.00518665430147507,0.377138223196026,0.5,0.418,1,"HMGCS1"
"RAD9B",0.00519829987166166,1.33050309346539,0.029,0.011,1,"RAD9B"
"FAM8A1",0.00522161227310784,-1.28184627996226,0.148,0.187,1,"FAM8A1"
"RIF1",0.00522241702822603,-0.534540340727966,0.547,0.575,1,"RIF1"
"LOC100507600",0.00522673906614544,2.35562699686885,0.027,0.01,1,"LOC100507600"
"ASMTL-AS1",0.00523420538016967,-1.08286235308483,0.53,0.375,1,"ASMTL-AS1"
"LOC100134229",0.00526371784391803,-0.792462999285734,0.438,0.316,1,"LOC100134229"
"KLHDC1",0.00528430759839033,-1.71910171153942,0.054,0.085,1,"KLHDC1"
"EXT1",0.00529664567282768,0.384380527740711,0.192,0.142,1,"EXT1"
"STX2",0.00531156349544313,-0.841325385795677,0.648,0.488,1,"STX2"
"KAT6A",0.00532161140744466,-1.03658984614952,0.349,0.375,1,"KAT6A"
"API5",0.00534708690224374,-0.361191203575745,0.581,0.586,1,"API5"
"TMEM217",0.00534923814862413,-0.320513005188453,0.12,0.079,1,"TMEM217"
"MLC1",0.0053523947082414,-1.80678638417447,0,0.01,1,"MLC1"
"LOC100132356",0.0053580289559355,-0.270403532151767,0.222,0.161,1,"LOC100132356"
"SLC12A2",0.00536145093715057,-0.302480305297458,0.66,0.667,1,"SLC12A2"
"CAMK2A",0.00539972299173025,-1.38763312151584,0.032,0.059,1,"CAMK2A"
"SLCO2A1",0.00540593971402376,1.72153991201527,0.02,0.006,1,"SLCO2A1"
"TSPAN4",0.00541221427870786,-0.271161884831907,0.681,0.759,1,"TSPAN4"
"ARHGAP1",0.00542279933220184,-0.254402055115136,0.914,0.882,1,"ARHGAP1"
"MIR137HG",0.00544074600183488,0.897876632728963,0.027,0.01,1,"MIR137HG"
"NAPA-AS1",0.00544680227957768,-0.824465370985713,0.122,0.079,1,"NAPA-AS1"
"DOCK11",0.0054515772158549,0.375958261514937,0.076,0.045,1,"DOCK11"
"IL17RA",0.0054795705354757,-0.479257173281467,0.729,0.539,1,"IL17RA"
"ADCY6",0.00550363627617681,-1.03699228264214,0.605,0.432,1,"ADCY6"
"SNORD36A",0.00551638655005032,0.675295330056688,0.02,0.006,1,"SNORD36A"
"CMC4",0.00551803681903196,-0.482383415148314,0.185,0.233,1,"CMC4"
"C14orf159",0.00552548300365061,-0.743217448181023,0.254,0.301,1,"C14orf159"
"DAZ2",0.00554100344165359,1.29804998936524,0.054,0.029,1,"DAZ2"
"RBBP8",0.00554643905595655,-0.27973623643592,0.312,0.239,1,"RBBP8"
"KDM6A",0.00555360779544337,0.278415787848482,0.352,0.288,1,"KDM6A"
"FASN",0.00555651917714718,-0.635531257991007,0.665,0.643,1,"FASN"
"KCNJ10",0.00558602092704667,-1.3499533649149,0.059,0.091,1,"KCNJ10"
"IRF2",0.00559675031694415,-0.371512838872817,0.3,0.358,1,"IRF2"
"SPOCK1",0.00560492127321099,1.46773176169047,0.081,0.051,1,"SPOCK1"
"RFESD",0.00560554018473304,1.21987721491034,0.056,0.031,1,"RFESD"
"TDRD5",0.00561375001879358,0.536339477891374,0.02,0.006,1,"TDRD5"
"ZFP3",0.00564811407779061,0.490466400977405,0.147,0.103,1,"ZFP3"
"IL15RA",0.00564869657018078,-3.26030104952612,0.006,0.022,1,"IL15RA"
"DIRAS1",0.00567226162439498,0.272157019784631,0.059,0.032,1,"DIRAS1"
"OR7D2",0.00567289206224607,-0.291153370386955,0.883,0.719,1,"OR7D2"
"UBR3",0.00567681538892993,-0.748164677479082,0.232,0.276,1,"UBR3"
"LINC00838",0.00568969705825743,-0.770920875860774,0.02,0.006,1,"LINC00838"
"LINC00052",0.00568969705825743,0.68332636042114,0.02,0.006,1,"LINC00052"
"TRNP1",0.00569697601448023,-1.19189314609734,0.032,0.059,1,"TRNP1"
"FGFR1OP2",0.00569999438386509,-0.702616161000339,0.471,0.49,1,"FGFR1OP2"
"SLC25A28",0.00570157119100859,0.261488767742533,0.086,0.053,1,"SLC25A28"
"FAM115A",0.00570546726534382,-0.467782900308764,0.59,0.579,1,"FAM115A"
"SLAMF9",0.00570882804732612,-3.66751640002525,0.004,0.017,1,"SLAMF9"
"JPH3",0.0057296659841085,0.393680913335755,0.029,0.011,1,"JPH3"
"PP2D1",0.00573586151238805,-1.38561206428085,0.006,0.022,1,"PP2D1"
"ATXN3L",0.00573955832508189,-1.26075932762411,0.004,0.017,1,"ATXN3L"
"NEU3",0.00574859746306745,0.356115353207964,0.136,0.094,1,"NEU3"
"TPTE2P1",0.00575619996936306,-0.251660664100874,0.838,0.647,1,"TPTE2P1"
"C2orf62",0.00576656960191199,0.638689143001468,0.02,0.006,1,"C2orf62"
"SUSD1",0.00576878482320009,0.525419314508385,0.055,0.03,1,"SUSD1"
"CATSPERD",0.00577256860173939,2.64727399288419,0.015,0.003,1,"CATSPERD"
"PER3",0.00577577490271101,-0.396286738253189,0.218,0.161,1,"PER3"
"GTF2E2",0.00578280945110678,-0.982728826900653,0.107,0.147,1,"GTF2E2"
"RET",0.00580042257563514,2.64581968002887,0.015,0.003,1,"RET"
"HIST1H2AJ",0.00581999827954725,1.59656257991163,0.034,0.015,1,"HIST1H2AJ"
"CAMK1G",0.00582572578398406,0.501205141871539,0.039,0.069,1,"CAMK1G"
"PITX1",0.00582839766973078,1.92119425635172,0.015,0.003,1,"PITX1"
"TM2D1",0.00586004354479469,-0.408840774954265,0.539,0.56,1,"TM2D1"
"HR",0.00588597418321448,-1.28228800860741,0.066,0.1,1,"HR"
"CDRT15P1",0.00590359354507316,1.53653015552699,0.015,0.003,1,"CDRT15P1"
"HOXC8",0.00591233643412459,1.17886049653777,0.056,0.031,1,"HOXC8"
"GOLPH3",0.0059255907680938,-0.340807748046913,0.355,0.402,1,"GOLPH3"
"MACROD2-AS1",0.0059385972830765,1.32929119742387,0.032,0.014,1,"MACROD2-AS1"
"PINK1",0.00594044039138796,-0.767037747420602,0.163,0.207,1,"PINK1"
"TFRC",0.00596210840203078,-0.66220084861849,0.41,0.44,1,"TFRC"
"SEMA4A",0.00596652885825022,-0.392247890046851,0.059,0.032,1,"SEMA4A"
"ATP2C2",0.00596908486563994,1.71713322401028,0.034,0.015,1,"ATP2C2"
"NELL2",0.00598261221959662,0.584338678367403,0.092,0.059,1,"NELL2"
"CNTN6",0.00598867957806042,3.54470666631222,0.021,0.007,1,"CNTN6"
"SOX8",0.00600582817613968,-1.10073136417653,0.113,0.153,1,"SOX8"
"PSPN",0.00600841555611131,0.70689358266935,0.015,0.003,1,"PSPN"
"SCARNA4",0.00601802748843314,0.535526099036339,0.015,0.003,1,"SCARNA4"
"GRK4",0.00602218315571233,1.30567026824753,0.031,0.013,1,"GRK4"
"SNX33",0.00602511231173217,-0.342832614687084,0.181,0.131,1,"SNX33"
"NR1I3",0.00602765327193816,0.768539790665351,0.015,0.003,1,"NR1I3"
"LOC643669",0.00602921067474561,1.81765753366515,0.011,0.002,1,"LOC643669"
"KLRF1",0.00606411707497886,1.6756258795167,0.011,0.002,1,"KLRF1"
"TMEM37",0.00606411707497886,3.88210177031099,0.011,0.002,1,"TMEM37"
"C21orf119",0.00607049725984612,-0.478956183913108,0.171,0.217,1,"C21orf119"
"CT45A1",0.00608748903534186,2.63667065460765,0.011,0.002,1,"CT45A1"
"NEUROG1",0.00609920541477966,2.15465532668471,0.011,0.002,1,"NEUROG1"
"FAM110D",0.00611094210100433,1.30540674604399,0.011,0.002,1,"FAM110D"
"PROL1",0.00611094210100433,1.16096148541732,0.011,0.002,1,"PROL1"
"C7orf43",0.00612614818647732,0.525216416438105,0.092,0.059,1,"C7orf43"
"SSX7",0.00612791905095495,-0.319186358533951,0.03,0.012,1,"SSX7"
"CACTIN-AS1",0.00613447651588181,1.43829227037666,0.011,0.002,1,"CACTIN-AS1"
"SNORD116-26",0.00613447651588181,0.612794555033272,0.011,0.002,1,"SNORD116-26"
"KCNV1",0.00613447651588181,1.66084017601381,0.011,0.002,1,"KCNV1"
"GLYATL1",0.00614708676379128,0.471044806706459,0.03,0.012,1,"GLYATL1"
"OR2AG2",0.00615809252447596,1.57827593617134,0.011,0.002,1,"OR2AG2"
"LRRC29",0.006168703267592,-1.30962718760352,0.044,0.073,1,"LRRC29"
"LOC100505666",0.00617552398717352,0.34068842164425,0.071,0.042,1,"LOC100505666"
"TTC36",0.00618179037187541,0.866642277459173,0.011,0.002,1,"TTC36"
"IL17RB",0.00619201825137307,-0.693664541263551,0.069,0.039,1,"IL17RB"
"TENC1",0.00619790863895287,-0.337688910009675,0.409,0.466,1,"TENC1"
"LY6G6D",0.00620557030375657,0.52230618780256,0.011,0.002,1,"LY6G6D"
"LOC728323",0.00621944539372242,-0.370766065558196,0.177,0.124,1,"LOC728323"
"RHBDD2",0.00622498624692843,-0.350157958944023,0.596,0.602,1,"RHBDD2"
"RDM1",0.0062323049771767,1.26785825039697,0.035,0.016,1,"RDM1"
"NOD1",0.00623823709687629,-0.591328536963178,0.193,0.14,1,"NOD1"
"BBS12",0.00626742167394974,-0.774175827300623,0.111,0.15,1,"BBS12"
"ARRDC4",0.00627458031360052,-0.795351716350694,0.116,0.157,1,"ARRDC4"
"RANBP3L",0.0062754382029551,-1.34518912414599,0.001,0.012,1,"RANBP3L"
"CYP4Z1",0.0062754382029551,-1.6108532045089,0.001,0.012,1,"CYP4Z1"
"SLC35G3",0.00628482174956004,1.02983652482851,0.037,0.017,1,"SLC35G3"
"MAMDC2",0.00633808867837472,-2.14145134856505,0.079,0.114,1,"MAMDC2"
"SNORD89",0.00635264448199822,0.391045579478408,0.032,0.014,1,"SNORD89"
"TBC1D4",0.00636379750537345,-1.17982575427795,0.231,0.264,1,"TBC1D4"
"IL32",0.00641798001516778,-1.1060829184626,0.061,0.094,1,"IL32"
"POM121L10P",0.0064707686228286,-0.383941577350437,0.803,0.605,1,"POM121L10P"
"NLRP1",0.00647419395680565,-2.27863125105031,0.017,0.038,1,"NLRP1"
"AMN1",0.00650554987594954,-0.895866131252465,0.252,0.294,1,"AMN1"
"FBXO4",0.00652548580654173,-1.04888612054943,0.135,0.174,1,"FBXO4"
"MED21",0.00653894437495317,0.443353075157526,0.419,0.36,1,"MED21"
"C1QA",0.00653944113684171,1.83668130866729,0.046,0.024,1,"C1QA"
"PCDHGC5",0.00655153227609716,0.273205781207882,0.041,0.02,1,"PCDHGC5"
"CCDC36",0.00658972108017626,-0.473526027231847,0.193,0.139,1,"CCDC36"
"HCN2",0.0065901975291203,0.514926611605949,0.021,0.007,1,"HCN2"
"LOC100133920",0.0066005342879367,-1.52536349351245,0.065,0.097,1,"LOC100133920"
"ELL2",0.0066273213666412,0.322146184922967,0.222,0.164,1,"ELL2"
"BCAS2",0.00666030990055911,0.398345389041054,0.511,0.45,1,"BCAS2"
"SH3BP4",0.00669533204855022,-1.07872093850237,0.243,0.283,1,"SH3BP4"
"NOS2",0.00671681580561246,1.84988861373601,0.022,0.008,1,"NOS2"
"CSDC2",0.00675791466332014,2.42820997593218,0.022,0.008,1,"CSDC2"
"CD101",0.00676387429587384,0.539679953596694,0.049,0.025,1,"CD101"
"AGAP11",0.00677087432990246,0.264409286885989,0.04,0.019,1,"AGAP11"
"SLC45A4",0.00677087432990246,0.681673660193024,0.04,0.019,1,"SLC45A4"
"TMEM215",0.0068075315455932,1.15722062610652,0.022,0.008,1,"TMEM215"
"LHB",0.0068205656456985,0.547379775411087,0.044,0.022,1,"LHB"
"MOSPD3",0.00682698784333752,0.377691360092844,0.322,0.262,1,"MOSPD3"
"LCN10",0.00683040744489813,-3.4794000639195,0.005,0.019,1,"LCN10"
"CGGBP1",0.00683208716218392,-0.265317996369194,0.522,0.536,1,"CGGBP1"
"CFP",0.00683246253925042,2.23373898412413,0.022,0.008,1,"CFP"
"LAMA3",0.00683734205173866,-2.62953037525279,0.026,0.05,1,"LAMA3"
"CCDC92",0.00684493476139152,-1.07212413904396,0.106,0.145,1,"CCDC92"
"FBXL19-AS1",0.00687146373064834,-0.585527749432604,0.757,0.568,1,"FBXL19-AS1"
"UBP1",0.00688485190723624,0.289709083994079,0.247,0.19,1,"UBP1"
"MBOAT1",0.00689974237409821,-0.314658427846208,0.993,0.968,1,"MBOAT1"
"SLCO5A1",0.00690774851902122,1.67379920141573,0.022,0.008,1,"SLCO5A1"
"INO80",0.00691952879989392,0.316102147769991,0.228,0.175,1,"INO80"
"COPG2",0.00696688820786714,-0.726228642753157,0.231,0.274,1,"COPG2"
"TGM2",0.00696962079295717,-1.20040241708046,0.177,0.218,1,"TGM2"
"PTTG3P",0.0069922729481334,1.00425204694569,0.022,0.008,1,"PTTG3P"
"LOC100131434",0.00700278339502404,-1.36726362381495,0.082,0.116,1,"LOC100131434"
"TMEM52B",0.00702548022262657,-0.675729916682624,0.097,0.062,1,"TMEM52B"
"TMEM199",0.00704140869002136,0.297257085596771,0.414,0.341,1,"TMEM199"
"RNASEH2B-AS1",0.0070434323514103,0.684171053028303,0.022,0.008,1,"RNASEH2B-AS1"
"NLK",0.00705500235413855,-0.75641859859164,0.193,0.234,1,"NLK"
"CXorf65",0.00706990369395558,0.872130546213456,0.064,0.037,1,"CXorf65"
"MTUS2",0.00707772509696852,2.61818920258692,0.022,0.008,1,"MTUS2"
"FAM98B",0.00708373881590244,0.3043915616988,0.133,0.092,1,"FAM98B"
"DOK6",0.00708632167341877,-0.35524807655901,0.022,0.008,1,"DOK6"
"SLC17A5",0.00710742354844184,-0.307459562852127,0.616,0.456,1,"SLC17A5"
"EFEMP1",0.00711929533965427,0.304001542013276,0.024,0.009,1,"EFEMP1"
"RNF19B",0.00715121609336993,-0.312042214617572,0.211,0.15,1,"RNF19B"
"TNPO1",0.00718763849396613,-0.299410222533761,0.662,0.666,1,"TNPO1"
"LOC653653",0.00718957871838684,0.760909212145503,0.14,0.098,1,"LOC653653"
"CLPTM1L",0.00719410260218116,-0.618038734472245,0.281,0.319,1,"CLPTM1L"
"LOC100128682",0.00720236026608269,-0.677143890548475,0.812,0.634,1,"LOC100128682"
"KIAA1644",0.00721612959299417,-0.310314072019817,0.066,0.038,1,"KIAA1644"
"ZNF781",0.00721998896295758,2.56808949848832,0.024,0.009,1,"ZNF781"
"NR2C2",0.00722123018923528,-0.989884989483728,0.319,0.349,1,"NR2C2"
"RABGEF1",0.00723197750253566,-0.278874460519817,0.38,0.298,1,"RABGEF1"
"PLA2G4A",0.00723273556686952,-0.384319537123511,0.171,0.216,1,"PLA2G4A"
"DPYS",0.00725297707615104,0.723111823714076,0.016,0.004,1,"DPYS"
"TBC1D3",0.00725297707615104,1.45377222873568,0.016,0.004,1,"TBC1D3"
"G6PC2",0.00726050426730258,0.333934995572323,0.074,0.044,1,"G6PC2"
"PDDC1",0.00728547788822496,-0.35278262483872,0.983,0.945,1,"PDDC1"
"ZNF512B",0.00729294758975118,0.832954554330201,0.183,0.137,1,"ZNF512B"
"LRRK1",0.00730558995923583,0.47246350565827,0.084,0.052,1,"LRRK1"
"PURA",0.00731441984652099,-0.639965878340024,0.293,0.333,1,"PURA"
"CT60",0.00736100740585776,0.894873958334688,0.016,0.004,1,"CT60"
"ABCA17P",0.00736499958617183,0.429915204581542,0.069,0.04,1,"ABCA17P"
"SH3BP5-AS1",0.00738856068422407,-0.908119881021485,0.13,0.169,1,"SH3BP5-AS1"
"BCHE",0.00740618215243182,-0.349093773688232,0.248,0.303,1,"BCHE"
"TMEM161B",0.00742091900103825,-0.41784652646156,0.305,0.346,1,"TMEM161B"
"ANKRD26P3",0.00742521913291958,1.00487359162241,0.024,0.009,1,"ANKRD26P3"
"AZGP1P1",0.00749254776715007,0.773622306414676,0.016,0.004,1,"AZGP1P1"
"ODC1",0.00749826782605446,0.411008770662307,0.34,0.286,1,"ODC1"
"ZNF655",0.0074988158873648,-0.449182125539751,0.874,0.808,1,"ZNF655"
"KRBOX1",0.00750690207022617,0.959213121044054,0.128,0.094,1,"KRBOX1"
"FAM151B",0.00751984706038578,0.518633268109913,0.082,0.051,1,"FAM151B"
"TFE3",0.00752337178822865,-0.560009074274211,0.236,0.276,1,"TFE3"
"BACH2",0.00754443691292928,-0.8606999743459,0.092,0.059,1,"BACH2"
"RBM20",0.00757390376500051,-0.250381218402268,0.086,0.053,1,"RBM20"
"AP5S1",0.00757942926181669,-0.30411775559478,0.473,0.365,1,"AP5S1"
"PPM1E",0.00758255937488377,2.32647786496881,0.024,0.009,1,"PPM1E"
"EEF1A2",0.00760022484736659,-0.580996638089275,0.024,0.009,1,"EEF1A2"
"KIAA1731",0.00760897956395749,-0.309913452201651,0.348,0.268,1,"KIAA1731"
"SPATA31A6",0.00762231220740011,-1.25901713090507,0.01,0.027,1,"SPATA31A6"
"C21orf37",0.00763066036463295,-0.491167950385165,0.045,0.023,1,"C21orf37"
"SPTLC3",0.00763083832871938,-3.63787773205667,0.027,0.051,1,"SPTLC3"
"SEMA7A",0.00763511418464805,-0.823187546523022,0.208,0.252,1,"SEMA7A"
"TAF5L",0.00764483439757701,0.346017781390449,0.158,0.115,1,"TAF5L"
"COL15A1",0.00765754856803214,-1.88692636077281,0.052,0.082,1,"COL15A1"
"AHSA2",0.0077124064376342,-0.651445120042083,0.175,0.216,1,"AHSA2"
"DGKQ",0.0077146905437165,-1.0349557020515,0.095,0.132,1,"DGKQ"
"CD99P1",0.00773873136911352,0.322544247319217,0.108,0.073,1,"CD99P1"
"WDR25",0.00777577382803,0.369651153681772,0.186,0.138,1,"WDR25"
"LOC257396",0.00778532556460365,-0.711822780623474,0.615,0.556,1,"LOC257396"
"KIAA0125",0.00779277410926764,-4.17656587655224,0.011,0.029,1,"KIAA0125"
"ENPP3",0.00781510664859953,-3.0665878528905,0.006,0.021,1,"ENPP3"
"CLTB",0.00782115295878223,-0.718135263087592,0.212,0.25,1,"CLTB"
"ITPK1-AS1",0.0078481276432811,-1.18097165404008,0.244,0.177,1,"ITPK1-AS1"
"LOC401010",0.00785952634284787,-1.80429044974425,0.138,0.092,1,"LOC401010"
"FLVCR1-AS1",0.00786806594226742,0.376743621800724,0.123,0.084,1,"FLVCR1-AS1"
"WDR54",0.00787120220482036,0.317179391270514,0.392,0.332,1,"WDR54"
"SYNPR",0.00787415650295847,2.61766406068694,0.025,0.01,1,"SYNPR"
"ZNF287",0.00789564920918563,0.341998831786538,0.121,0.083,1,"ZNF287"
"LIMK2",0.00790182326752099,-0.6885557964561,0.264,0.302,1,"LIMK2"
"RNF175",0.007904705556603,-1.19737793227204,0.046,0.075,1,"RNF175"
"HIST1H2AH",0.00794313319474695,-1.136920887636,0.026,0.05,1,"HIST1H2AH"
"ALG10B",0.00797249173788005,-0.81902787493612,0.527,0.39,1,"ALG10B"
"FAM129A",0.00797731865203165,-1.24066446937168,0.337,0.24,1,"FAM129A"
"NFKB1",0.0079794769575235,-0.61199275497847,0.173,0.217,1,"NFKB1"
"C5orf4",0.0080012643680622,-0.794417470495228,0.277,0.32,1,"C5orf4"
"SLC31A2",0.00803569409958041,-0.857129414068289,0.101,0.138,1,"SLC31A2"
"GOLT1B",0.0080492628727052,-0.646461677028001,0.463,0.472,1,"GOLT1B"
"SPHAR",0.00809497116539917,0.53970227370664,0.059,0.033,1,"SPHAR"
"CLUL1",0.00811588683617052,1.39652942660433,0.025,0.01,1,"CLUL1"
"POLR3D",0.00812305354593412,0.403911824301731,0.338,0.273,1,"POLR3D"
"MCM3AP-AS1",0.00820316525405605,0.579400573452923,0.082,0.052,1,"MCM3AP-AS1"
"MTMR10",0.00823343006479728,0.259999971728666,0.256,0.2,1,"MTMR10"
"FAM134C",0.00824735545640585,-0.510537289685593,0.803,0.759,1,"FAM134C"
"TMEM44",0.00828992101297029,0.891962247468038,0.08,0.051,1,"TMEM44"
"CFHR4",0.00829684681051837,-1.01401966424158,0.011,0.029,1,"CFHR4"
"PIR-FIGF",0.00830152491009135,0.999319942356816,0.051,0.028,1,"PIR-FIGF"
"RSRC1",0.00830585973979756,-0.503551168808102,0.348,0.389,1,"RSRC1"
"EBF4",0.00832138212324761,1.31124528695527,0.026,0.01,1,"EBF4"
"AMOTL1",0.00836070151098678,-0.386991848209308,0.33,0.369,1,"AMOTL1"
"PIGA",0.00836458061225205,0.432242389685345,0.214,0.164,1,"PIGA"
"PSMG3-AS1",0.00840024287501336,-1.23284385348158,0.176,0.213,1,"PSMG3-AS1"
"SECISBP2L",0.00841701332211969,-0.405601153650389,0.579,0.601,1,"SECISBP2L"
"TOB2P1",0.00842063189786168,-1.68001458066522,0.037,0.064,1,"TOB2P1"
"RBP5",0.00842795243827505,2.15892498336343,0.017,0.005,1,"RBP5"
"SSH3",0.00843650738868144,0.300544841437521,0.229,0.181,1,"SSH3"
"KLHL26",0.00845805765454816,-0.757118505836991,0.054,0.085,1,"KLHL26"
"LOC643802",0.0084637818168316,0.478667078000508,0.071,0.043,1,"LOC643802"
"TPTE2P6",0.0084682684898518,0.287420785972956,0.118,0.08,1,"TPTE2P6"
"TAL1",0.0084907134067953,-1.11327077497796,0.066,0.038,1,"TAL1"
"SETD4",0.00849644553273775,0.347958932073239,0.36,0.297,1,"SETD4"
"CACNA1C",0.00855645850909291,0.610570272579908,0.072,0.044,1,"CACNA1C"
"PADI2",0.00855874453688877,0.451275687062942,0.046,0.024,1,"PADI2"
"RXFP1",0.00856882580247074,2.85569781282929,0.017,0.005,1,"RXFP1"
"EHBP1L1",0.00863062480408321,-1.51371101767538,0.071,0.103,1,"EHBP1L1"
"VAT1L",0.00864004885477054,2.40959900934929,0.017,0.005,1,"VAT1L"
"C16orf96",0.00865197067338562,0.956161969030939,0.017,0.005,1,"C16orf96"
"SMOC2",0.00865594704019015,3.09450649623496,0.012,0.003,1,"SMOC2"
"MMP13",0.00867073401718471,4.59600004361589,0.012,0.003,1,"MMP13"
"TRPM5",0.00868554356728846,1.77076577137707,0.012,0.003,1,"TRPM5"
"PGM5-AS1",0.00868554356728846,2.48099667472174,0.012,0.003,1,"PGM5-AS1"
"LOC100130673",0.0086878243985248,1.33380131256119,0.017,0.005,1,"LOC100130673"
"MYH7",0.0086878243985248,1.654413965242,0.017,0.005,1,"MYH7"
"XCR1",0.00869628485582017,-0.636396412531552,0.025,0.01,1,"XCR1"
"SH2D5",0.00873010795090016,2.00273758562192,0.012,0.003,1,"SH2D5"
"TGFB1I1",0.00873314738767781,0.776977046679749,0.224,0.178,1,"TGFB1I1"
"SNORD15A",0.00874500808823434,0.78394579488695,0.012,0.003,1,"SNORD15A"
"ZIC3",0.00874500808823434,1.7036048270231,0.012,0.003,1,"ZIC3"
"ENHO",0.00874787576931206,1.07954944667616,0.017,0.005,1,"ENHO"
"LOC100506403",0.00875993094622298,0.8432780257767,0.012,0.003,1,"LOC100506403"
"C12orf61",0.00876432941363367,-1.50824704569921,0.014,0.032,1,"C12orf61"
"BAG2",0.00876436685106478,1.05985230675906,0.156,0.117,1,"BAG2"
"LINC00623",0.0087692735108614,-0.851768663037772,0.248,0.272,1,"LINC00623"
"TTC17",0.00877376387865954,-0.476300624281997,0.542,0.554,1,"TTC17"
"TUBA4B",0.00877487655446427,0.753350017805687,0.012,0.003,1,"TUBA4B"
"NLRX1",0.00877578038782137,0.881816283349566,0.101,0.067,1,"NLRX1"
"TXLNG",0.00877861279905066,0.518543997704293,0.354,0.299,1,"TXLNG"
"BHMT2",0.00877910369060708,-0.410216684960291,0.825,0.641,1,"BHMT2"
"CRYGS",0.00881308309249732,-2.07095076955747,0.007,0.023,1,"CRYGS"
"SPATA21",0.00881985017713203,0.680141085384651,0.012,0.003,1,"SPATA21"
"FAM166B",0.00881985017713203,3.43609137737722,0.012,0.003,1,"FAM166B"
"NEUROG2",0.00881985017713203,1.55271862211284,0.012,0.003,1,"NEUROG2"
"RUNDC3B",0.00882021524537332,-0.284656534474345,0.026,0.01,1,"RUNDC3B"
"OPRL1",0.00883835211256714,0.468864617775982,0.027,0.011,1,"OPRL1"
"MFSD9",0.00884195160397185,-0.695137207501581,0.168,0.119,1,"MFSD9"
"PP14571",0.00885690355892368,-0.95897519624413,0.017,0.005,1,"PP14571"
"FAM184A",0.00888955591024949,1.50691497864725,0.029,0.012,1,"FAM184A"
"ESPNP",0.00891562294522883,-1.40716126421303,0.002,0.014,1,"ESPNP"
"FGF14-AS2",0.00891666755943563,0.876570034835466,0.029,0.012,1,"FGF14-AS2"
"GGTLC2",0.00891799764506217,0.544043608171613,0.017,0.005,1,"GGTLC2"
"SNAP25-AS1",0.00891978322117826,-0.422538440240012,0.016,0.036,1,"SNAP25-AS1"
"ATPBD4",0.00892197238750419,-0.817927485541483,0.319,0.349,1,"ATPBD4"
"CES4A",0.00892854090515954,-2.77602964239915,0.002,0.014,1,"CES4A"
"CDNF",0.00893484702670948,-1.59474004471645,0.016,0.036,1,"CDNF"
"NOL4",0.00894147557961674,-0.718862165641445,0.002,0.014,1,"NOL4"
"PCDHB4",0.00895840288331052,-1.85502161901963,0.007,0.023,1,"PCDHB4"
"TDRD10",0.00896782874302272,1.6926542561102,0.037,0.018,1,"TDRD10"
"ZCCHC2",0.00897270107000359,-0.855183124635438,0.117,0.157,1,"ZCCHC2"
"APOL6",0.00897839084711259,-0.311914923923445,0.849,0.745,1,"APOL6"
