"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PPP4C",8.21237523463678e-06,-0.320115503599721,0.582,0.634,0.191422254344149
"DAPK2",8.26062717710023e-06,-1.32442979696471,0.055,0.102,0.192546958871029
"DDX58",8.26966129626154e-06,0.51869921137541,0.146,0.093,0.19275753515456
"ATP11B",8.28756064182873e-06,-0.645727374623308,0.186,0.253,0.193174751000386
"COG4",8.36582846176897e-06,0.523726334828863,0.2,0.14,0.194999095615373
"NUDCD1",8.38517686908176e-06,0.347788219546507,0.314,0.237,0.195450087641427
"LMAN2",8.39015732831688e-06,-0.409705383964157,0.471,0.519,0.195566177165738
"HMGB2",8.41943994479483e-06,-0.715872976744281,0.202,0.267,0.196248725673223
"C5orf24",8.43145453762927e-06,-0.504799070363883,0.293,0.361,0.196528773817601
"TIGAR",8.43516595267374e-06,0.420629894754813,0.31,0.239,0.196615283190872
"SLC1A3",8.57534232526201e-06,1.29447274460449,0.108,0.064,0.199882654259532
"HDDC2",8.61720602686222e-06,0.39619582390049,0.32,0.248,0.200858455280131
"FAM127B",8.69107088839597e-06,-0.513499742884654,0.333,0.39,0.202580171337622
"DSN1",8.7760922156755e-06,-0.727120155147077,0.062,0.112,0.20456193345518
"LAMC2",8.98641788482415e-06,-0.326323834950137,0.462,0.528,0.209464414477366
"CCDC34",8.99536134341131e-06,0.25500029491604,0.271,0.196,0.209672877553574
"TMEM79",9.08988249263002e-06,-0.625297793570433,0.18,0.245,0.211876071020713
"PCF11",9.10315640955663e-06,-0.419844590730336,0.431,0.489,0.212185472750355
"XPO4",9.14582534365583e-06,-0.568098712779608,0.153,0.219,0.213180042935274
"EML2",9.29490681610521e-06,-0.814631265187399,0.149,0.212,0.216654982976596
"MPST",9.39133866622919e-06,0.444112384875673,0.348,0.276,0.218902712971136
"ATF6",9.40254631510789e-06,-0.501191131661247,0.205,0.274,0.21916395205885
"LINC01184",9.61057711523251e-06,0.574268252658404,0.105,0.061,0.224012941978955
"NDUFAF6",9.61489354015864e-06,-0.69099049362561,0.141,0.205,0.224113553527558
"GFRA1",9.71825177171144e-06,-1.36277112036494,0.065,0.113,0.226522730546822
"HIVEP2",9.88104096988498e-06,-0.591037673363407,0.176,0.243,0.230317183967049
"BIN1",1.0031580222191e-05,0.364442536638415,0.16,0.102,0.233826103399051
"KDM5B",1.00379570588497e-05,0.310960312527571,0.663,0.612,0.233974741084727
"POLH",1.01203881058298e-05,-0.780230233758794,0.101,0.159,0.235896126358786
"ZYX",1.01244883488071e-05,0.381058311232381,0.551,0.486,0.235991698922346
"EFHD2",1.03504810837917e-05,-0.375964822690565,0.256,0.331,0.241259363582102
"WBP1",1.04613207608154e-05,0.451816744148595,0.279,0.212,0.243842925613846
"PAXBP1",1.05852600845551e-05,-0.503826624370379,0.238,0.309,0.246731827310895
"TMEM217",1.07362035753333e-05,-0.697538346524909,0.089,0.145,0.250250169137443
"WDR45B",1.0789698027791e-05,-0.423506766625629,0.43,0.495,0.251497071329781
"PER2",1.08111668127452e-05,-0.539260735940211,0.115,0.177,0.251997487238279
"MRPS25",1.08378894949664e-05,-0.460313639468879,0.307,0.384,0.252620366238172
"CCND3",1.08523684610696e-05,0.390280706924167,0.391,0.313,0.252957856459071
"ACTR5",1.09701953183061e-05,-0.767367427387743,0.063,0.114,0.255704282674397
"SP3",1.09869260214676e-05,0.433224403799732,0.334,0.261,0.256094258634388
"SEMA5A",1.10252073089862e-05,-1.10036435902626,0.085,0.138,0.256986557165158
"RRP1B",1.10300881695831e-05,-0.662343964514806,0.186,0.25,0.257100325144812
"OGFOD1",1.11078480708281e-05,-0.81294034322966,0.139,0.199,0.258912830682932
"ADAMTS4",1.11559022705441e-05,-0.938971687358956,0.056,0.104,0.260032926024112
"FBXO34",1.13355857402266e-05,-0.701146568247731,0.157,0.219,0.264221168018943
"TRIM28",1.13686911522315e-05,-0.44851276447499,0.449,0.514,0.264992822067363
"KLHL15",1.1399198921279e-05,-0.969892050966658,0.075,0.127,0.265703927656093
"GCN1",1.14228072601001e-05,-0.600268114531736,0.118,0.178,0.266254214425673
"TAF1",1.15904022745131e-05,-0.743031965420927,0.122,0.183,0.270160686616625
"CTNNBIP1",1.15937965963455e-05,-0.552162879284936,0.303,0.363,0.270239804864216
"SQRDL",1.16356803599373e-05,-0.986168654376911,0.054,0.1,0.271216073509778
"BOLA2B",1.17446508297293e-05,-0.825951359268784,0.079,0.132,0.273756066190161
"GNPAT",1.17675359749663e-05,0.384218538893787,0.324,0.253,0.274289496040491
"DNM2",1.19435123756417e-05,-0.611417499297505,0.151,0.216,0.278391329963832
"IFI16",1.19965070903377e-05,-0.467355705620888,0.447,0.498,0.279626583768681
"MCM3",1.19969443691741e-05,-0.622841446990114,0.16,0.224,0.27963677630108
"NOA1",1.21413266538841e-05,0.357349819574285,0.326,0.252,0.283002182975385
"RABGAP1",1.22692814281714e-05,0.487845049701796,0.293,0.225,0.285984680809247
